,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
12450,1928,6282256.0,,,,
12451,1929,6360339.0,,,,
12452,1930,6447923.0,,,,
12453,1931,6545268.0,,,,
12454,1932,6652636.0,,,,
12455,1933,6770297.0,,,,
12456,1934,6890039.0,,,,
12457,1935,7011899.0,,,,
12458,1936,7135915.0,,,,
12459,1937,7262123.0,,,,
12460,1938,7390564.0,,,,
12461,1939,7517200.0,,,,
12462,1940,7641938.0,,,,
12463,1941,7764682.0,,,,
12464,1942,7885334.0,,,,
12465,1943,8003793.0,,,,
12466,1944,8124032.0,,,,
12467,1945,8246076.0,,,,
12468,1946,8369954.0,,,,
12469,1947,8495694.0,,,,
12470,1948,8623322.0,,,,
12471,1949,8773203.0,,,,
12472,1950,8946213.0,21667307520.0,,,
12473,1951,9188598.0,22388535296.0,,,
12474,1952,9438851.0,23128557568.0,,,
12475,1953,9696707.0,23881492480.0,,,
12476,1954,9963633.0,24674734080.0,,,
12477,1955,10242171.0,25487884288.0,,,
12478,1956,10531695.0,25647724544.0,,,
12479,1957,10831992.0,25812570112.0,,,
12480,1958,11138244.0,25980993536.0,,,
12481,1959,11452438.0,26141022208.0,,,
12482,1960,11769782.0,26312833024.0,,,
12483,1961,12081717.0,27230300160.0,,,
12484,1962,12404766.0,28176150528.0,,,
12485,1963,12726695.0,29166698496.0,,,
12486,1964,13044255.0,30203185152.0,,,
12487,1965,13381884.0,31254994944.0,,17.761,
12488,1966,13738507.0,32995102720.0,,23.385,
12489,1967,14109759.0,34843127808.0,,24.64,
12490,1968,14490077.0,36768419840.0,,26.452,
12491,1969,14876983.0,38839439360.0,,29.009,
12492,1970,15274357.0,40982290432.0,,30.375,
12493,1971,15677305.0,43295739904.0,,32.28,1.52
12494,1972,16081446.0,44317380608.0,,34.89,1.596
12495,1973,16489462.0,45895618560.0,,38.756,1.192
12496,1974,16902386.0,48382644224.0,,41.431,1.337
12497,1975,17325328.0,51629449216.0,,42.11,1.016
12498,1976,17756514.0,57286406144.0,,45.639,0.998
12499,1977,18206480.0,60121202688.0,,51.191,1.365
12500,1978,18679864.0,61864816640.0,,54.337,1.416
12501,1979,19167660.0,64683995136.0,,60.603,1.582
12502,1980,19678446.0,70582902784.0,,60.776,1.515
12503,1981,20208270.0,68608385024.0,,58.95,1.024
12504,1982,20746774.0,75240267776.0,,60.749,0.572
12505,1983,21287382.0,74825392128.0,,62.371,0.481
12506,1984,21817268.0,77950836736.0,,63.204,0.366
12507,1985,22335078.0,82816245760.0,7.345,65.303,0.486
12508,1986,22824446.0,89314713600.0,7.764,67.535,0.643
12509,1987,23279934.0,87281655808.0,8.001,69.565,0.825
12510,1988,23720600.0,96219234304.0,8.984,73.487,0.936
12511,1989,24148104.0,98443649024.0,9.024,80.847,1.157
12512,1990,24570816.0,102154764288.0,9.628,82.756,1.22
12513,1991,24988088.0,109721313280.0,9.205,83.804,1.226
12514,1992,25400676.0,107626446848.0,9.719,93.779,0.964
12515,1993,25806782.0,107015757824.0,9.91,94.766,0.443
12516,1994,26201554.0,118566420480.0,11.47,104.454,0.84
12517,1995,26599054.0,112179724288.0,12.092,102.452,0.611
12518,1996,26999094.0,125860003840.0,12.538,107.114,1.957
12519,1997,27397118.0,123716861952.0,13.593,111.354,2.083
12520,1998,27791828.0,132482457600.0,12.968,114.212,1.777
12521,1999,28176992.0,133796593664.0,12.895,118.492,0.825
12522,2000,28554420.0,136310685696.0,12.13,117.463,0.77
12523,2001,28930100.0,146279415808.0,14.2,126.905,1.07
12524,2002,29301820.0,150893953024.0,15.15,130.092,1.03
12525,2003,29661272.0,159964561408.0,16.48,130.45,1.64
12526,2004,30033124.0,167760838656.0,17.49,148.563,1.79
12527,2005,30431898.0,173624639488.0,18.78,161.334,1.18
12528,2006,30833024.0,187290255360.0,19.26,164.665,1.17
12529,2007,31232634.0,194460172288.0,19.35,163.228,1.19
12530,2008,31634996.0,206522777600.0,19.64,180.131,1.22
12531,2009,32042880.0,215877484544.0,20.03,175.79,2.93
12532,2010,32464866.0,224738361344.0,23.64,194.956,4.1
12533,2011,32903708.0,237165936640.0,25.0,204.747,2.69
12534,2012,33352166.0,244646084608.0,27.4,208.422,2.42
12535,2013,33803528.0,256075628544.0,26.78,213.979,4.19
12536,2014,34248608.0,262911197184.0,27.74,217.025,3.61
12537,2015,34680456.0,275091619840.0,29.53,220.859,4.43
12538,2016,35107272.0,279436951552.0,30.48,223.324,4.7
12539,2017,35528116.0,291271114752.0,31.57,233.801,4.69
12540,2018,35927516.0,299980095488.0,34.23,241.814,6.53
12541,2019,36304408.0,,39.99,263.841,7.6
12542,2020,36688768.0,,38.38,240.363,7.02
12543,2021,37076588.0,,41.3,268.313,8.18
12544,2022,37457976.0,,41.156,256.779,7.154
12545,1900,4251279.0,,,,
12546,1901,4219891.0,,,,
12547,1902,4185345.0,,,,
12548,1903,4147689.0,,,,
12549,1904,4110368.0,,,,
12550,1905,4073378.0,,,,
12551,1906,4036717.0,,,,
12552,1907,4000383.0,,,,
12553,1908,3964371.0,,,,
12554,1909,3931797.0,,,,
12555,1910,3902611.0,,,,
12556,1911,3876764.0,,,,
12557,1912,3854207.0,,,,
12558,1913,3834893.0,,,,
12559,1914,3815671.0,,,,
12560,1915,3796542.0,,,,
12561,1916,3777505.0,,,,
12562,1917,3758560.0,,,,
12563,1918,3743526.0,,,,
12564,1919,3742663.0,,,,
12565,1920,3756127.0,,,,
12566,1921,3784076.0,,,,
12567,1922,3826669.0,,,,
12568,1923,3884069.0,,,,
12569,1924,3942330.0,,,,
12570,1925,4001465.0,,,,
12571,1926,4061487.0,,,,
12572,1927,4122409.0,,,,
12573,1928,4184245.0,,,,
12574,1929,4246147.0,,,,
12575,1930,4308103.0,,,,
12576,1931,4370102.0,,,,
12577,1932,4432133.0,,,,
12578,1933,4494183.0,,,,
12579,1934,4557101.0,,,,
12580,1935,4620901.0,,,,
12581,1936,4685593.0,,,,
12582,1937,4751192.0,,,,
12583,1938,4817708.0,,,,
12584,1939,4889118.0,,,,
12585,1940,4965561.0,,,,
12586,1941,5047181.0,,,,
12587,1942,5134123.0,,,,
12588,1943,5226537.0,,,,
12589,1944,5320614.0,,,,
12590,1945,5416386.0,,,,
12591,1946,5513881.0,,,,
12592,1947,5613130.0,,,,
12593,1948,5714167.0,,,,
12594,1949,5816523.0,,,,
12595,1950,5920221.0,11288300544.0,,,
12596,1951,6002285.0,11682688000.0,,,
12597,1952,6082380.0,12106181632.0,,,
12598,1953,6159692.0,12521399296.0,,,
12599,1954,6237199.0,12821422080.0,,,
12600,1955,6318912.0,13610702848.0,,,
12601,1956,6404165.0,13674600448.0,,,
12602,1957,6492819.0,13977537536.0,,,
12603,1958,6580335.0,14640388096.0,,,
12604,1959,6675658.0,15440678912.0,,,
12605,1960,6788377.0,15803766784.0,,,
12606,1961,6917531.0,16254504960.0,,,
12607,1962,7060376.0,17384923136.0,,,
12608,1963,7209810.0,16757463040.0,,,
12609,1964,7363643.0,17473570816.0,,,
12610,1965,7524155.0,17873012736.0,,,
12611,1966,7689640.0,18449391616.0,,,
12612,1967,7859473.0,19714344960.0,,,
12613,1968,8035532.0,21933672448.0,,,
12614,1969,8217932.0,24541458432.0,,,
12615,1970,8411678.0,25847554048.0,,,
12616,1971,8622889.0,27615576064.0,,,
12617,1972,8860587.0,28506685440.0,,,
12618,1973,9123676.0,30122514432.0,,,
12619,1974,9404229.0,27833833472.0,,,
12620,1975,9703732.0,23348168704.0,,,
12621,1976,10019210.0,22228555776.0,,,
12622,1977,10363576.0,22400397312.0,,,
12623,1978,10741129.0,22577504256.0,,,
12624,1979,11127851.0,22910892032.0,,,
12625,1980,11413590.0,23539593216.0,,48.801,
12626,1981,11640020.0,23984674816.0,,16.995,
12627,1982,11901834.0,23311740928.0,,16.76,
12628,1983,12163331.0,21637191680.0,,23.571,
12629,1984,12426220.0,21051279360.0,,8.84,
12630,1985,12680070.0,19149770752.0,,8.552,
12631,1986,12909798.0,19438522368.0,,4.518,
12632,1987,12964793.0,20141754368.0,,4.562,
12633,1988,12956776.0,21301645312.0,,6.621,
12634,1989,13087606.0,22168203264.0,,5.351,
12635,1990,13303461.0,22495834112.0,,5.464,
12636,1991,13561180.0,22102102016.0,,5.607,
12637,1992,13816886.0,19279767552.0,,5.534,
12638,1993,14206253.0,19284152320.0,,5.97,
12639,1994,14912879.0,18783670272.0,,5.774,
12640,1995,15594829.0,17625141248.0,,6.086,
12641,1996,16079560.0,20572901376.0,,6.362,
12642,1997,16521724.0,20995043328.0,,7.567,
12643,1998,16923202.0,21637912576.0,,9.395,
12644,1999,17337896.0,21504905216.0,,22.797,
12645,2000,17768510.0,20141916160.0,9.61,29.259,9.58
12646,2001,18220724.0,20943671296.0,11.78,37.513,11.74
12647,2002,18694948.0,21025374208.0,12.61,37.984,12.57
12648,2003,19186758.0,20673806336.0,10.83,38.473,10.78
12649,2004,19694412.0,20561729536.0,11.63,40.323,11.58
12650,2005,20211124.0,20658225152.0,13.19,44.253,13.15
12651,2006,20735990.0,20951971840.0,14.63,48.221,14.59
12652,2007,21280520.0,20803538944.0,15.96,53.582,15.92
12653,2008,21845572.0,20553353216.0,15.02,50.493,14.98
12654,2009,22436660.0,20249942016.0,16.84,54.579,16.8
12655,2010,23073732.0,20039610368.0,16.55,54.352,16.5
12656,2011,23760424.0,19919628288.0,16.72,61.55,16.66
12657,2012,24487614.0,21418940416.0,15.07,66.132,15.01
12658,2013,25251738.0,23018831872.0,14.79,70.081,14.51
12659,2014,26038704.0,24796993536.0,17.57,77.782,16.38
12660,2015,26843252.0,26497042432.0,19.69,82.618,17.62
12661,2016,27696500.0,27447091200.0,18.53,84.95,15.71
12662,2017,28569448.0,28473886720.0,16.79,85.286,14.16
12663,2018,29423882.0,29449971712.0,16.82,70.118,13.88
12664,2019,30285602.0,,18.71,74.106,15.06
12665,2020,31178242.0,,19.34,70.109,15.85
12666,2021,32077074.0,,19.9,71.892,16.2
12667,2022,32969520.0,,,,
12668,1900,9411380.0,,,,
12669,1901,9603751.0,11685860352.0,,,
12670,1902,9772217.0,,,,
12671,1903,9915677.0,,,,
12672,1904,10061221.0,,,,
12673,1905,10208880.0,,,,
12674,1906,10358684.0,10168246272.0,,,
12675,1907,10510664.0,,,,
12676,1908,10664851.0,,,,
12677,1909,10806140.0,,,,
12678,1910,10934246.0,,,,
12679,1911,11048878.0,11727320064.0,,,
12680,1912,11149741.0,,,,
12681,1913,11236535.0,13459991552.0,,,
12682,1914,11323979.0,,,,
12683,1915,11412080.0,,,,
12684,1916,11500841.0,16596799488.0,,,
12685,1917,11590266.0,,,,
12686,1918,11697676.0,,,,
12687,1919,11808638.0,,,,
12688,1920,11923214.0,,,,
12689,1921,12041462.0,14969195520.0,,,
12690,1922,12163444.0,,,,
12691,1923,12289223.0,,,,
12692,1924,12416302.0,,,,
12693,1925,12544694.0,,,,
12694,1926,12674415.0,18069458944.0,,,
12695,1927,12805477.0,,,,
12696,1928,12937894.0,,,,
12697,1929,13079961.0,,,,
12698,1930,13231889.0,,,,
12699,1931,13393893.0,21091145728.0,,,
12700,1932,13566191.0,,,,
12701,1933,13749007.0,,,,
12702,1934,13934287.0,,,,
12703,1935,14122063.0,,,,
12704,1936,14312370.0,20985888768.0,,,
12705,1937,14505241.0,,,,
12706,1938,14700712.0,19051100160.0,,,
12707,1939,14907053.0,,,,
12708,1940,15124546.0,,,,
12709,1941,15353476.0,,,,
12710,1942,15594135.0,,,,
12711,1943,15846821.0,,,,
12712,1944,16103601.0,,,,
12713,1945,16364542.0,,,,
12714,1946,16629712.0,,,,
12715,1947,16899178.0,,,,
12716,1948,17173011.0,,,,
12717,1949,17450542.0,,,,
12718,1950,17731816.0,12296711168.0,,,
12719,1951,18053722.0,14069449728.0,,,
12720,1952,18391996.0,14386939904.0,,,
12721,1953,18749632.0,14772086784.0,,,
12722,1954,19126432.0,13842403328.0,,,
12723,1955,19522788.0,15661146112.0,,,
12724,1956,19935520.0,16703266816.0,,,
12725,1957,20363516.0,17669511168.0,,,
12726,1958,20801172.0,17186248704.0,,,
12727,1959,21252048.0,19875870720.0,,,
12728,1960,21720702.0,20532299776.0,,,
12729,1961,22203106.0,21001740288.0,,,
12730,1962,22699698.0,22834237440.0,,,
12731,1963,23210688.0,23503929344.0,,,
12732,1964,23737822.0,23902437376.0,,,
12733,1965,24286880.0,24513335296.0,,,
12734,1966,24854706.0,23494006784.0,,,
12735,1967,25440032.0,24167890944.0,,,
12736,1968,26044118.0,25735239680.0,,,
12737,1969,26659482.0,26819960832.0,,,
12738,1970,27284118.0,28023011328.0,,,
12739,1971,27914954.0,28931649536.0,,,
12740,1972,28551956.0,29129007104.0,,,
12741,1973,29165356.0,29264168960.0,,,
12742,1974,29751938.0,30781976576.0,,,
12743,1975,30344282.0,32064124928.0,,,
12744,1976,30941380.0,34051362816.0,,,
12745,1977,31554606.0,36056281088.0,,,
12746,1978,32185602.0,38395412480.0,,,
12747,1979,32821776.0,40182624256.0,,,
12748,1980,33465782.0,43641085952.0,,20.251,
12749,1981,34110096.0,46093434880.0,,20.877,
12750,1982,34742592.0,48612245504.0,,22.967,
12751,1983,35424268.0,50756362240.0,,23.494,
12752,1984,36159844.0,53220601856.0,,25.533,
12753,1985,36881024.0,54736506880.0,,25.785,
12754,1986,37572344.0,54201446400.0,,26.252,
12755,1987,38233172.0,51998273536.0,,25.957,
12756,1988,38868272.0,46103011328.0,,24.966,
12757,1989,39489416.0,47782109184.0,,25.902,
12758,1990,40099556.0,49171472384.0,,25.123,
12759,1991,40680540.0,48063922176.0,,24.876,
12760,1992,41237808.0,51891175424.0,,26.015,
12761,1993,41788304.0,54198382592.0,,27.799,
12762,1994,42337112.0,57338249216.0,,32.523,
12763,1995,42880188.0,60452843520.0,,34.496,
12764,1996,43423376.0,63378620416.0,,34.848,
12765,1997,43972060.0,65935163392.0,,37.122,
12766,1998,44516188.0,68698886144.0,,41.131,
12767,1999,45041644.0,75075469312.0,,41.697,
12768,2000,45538340.0,84093542400.0,4.9,48.049,1.98
12769,2001,46014828.0,92175081472.0,4.49,44.351,1.93
12770,2002,46480236.0,101591490560.0,4.99,51.471,2.32
12771,2003,46924296.0,113781440512.0,5.38,58.021,2.35
12772,2004,47338444.0,127115616256.0,5.39,60.847,2.51
12773,2005,47724472.0,142039121920.0,5.82,78.402,3.1
12774,2006,48088276.0,158028611584.0,5.95,74.007,3.43
12775,2007,48445652.0,174123352064.0,6.19,79.877,3.75
12776,2008,48729480.0,177512906752.0,6.42,73.33,4.2
12777,2009,49015836.0,183291527168.0,6.81,67.539,5.36
12778,2010,49390988.0,189724114944.0,7.34,68.499,5.21
12779,2011,49794528.0,197359075328.0,9.65,74.951,7.58
12780,2012,50218196.0,211845251072.0,10.66,89.368,7.86
12781,2013,50648336.0,229512151040.0,12.18,103.474,8.94
12782,2014,51072436.0,247629414400.0,13.98,120.965,8.96
12783,2015,51483956.0,265615310848.0,15.71,112.88,9.53
12784,2016,51892352.0,282251788288.0,17.55,129.814,9.9
12785,2017,52288344.0,298481287168.0,20.45,167.527,11.23
12786,2018,52666016.0,317599023104.0,22.38,172.26,12.6
12787,2019,53040212.0,,23.74,169.581,10.88
12788,2020,53423200.0,,23.56,170.052,11.29
12789,2021,53798088.0,,22.37,164.883,9.34
12790,2022,54179312.0,,,,
12791,1990,1369016.0,7363139072.0,,10.159,
12792,1991,1415624.0,7919438336.0,,5.397,
12793,1992,1461694.0,8581783552.0,,5.022,
12794,1993,1509848.0,8429547008.0,,6.315,
12795,1994,1558459.0,9059104768.0,,6.02,
12796,1995,1605382.0,9444600832.0,,9.466,
12797,1996,1650077.0,9761131520.0,,9.19,
12798,1997,1693248.0,10188013568.0,,8.877,
12799,1998,1735959.0,10539251712.0,,9.753,
12800,1999,1778280.0,10909879296.0,,13.059,
12801,2000,1819148.0,11306642432.0,1.41,12.682,1.37
12802,2001,1856406.0,11455887360.0,1.36,14.678,1.36
12803,2002,1888531.0,12022087680.0,1.45,14.113,1.45
12804,2003,1915432.0,12213628928.0,1.51,14.88,1.5
12805,2004,1939405.0,13656686592.0,1.59,15.511,1.59
12806,2005,1962874.0,14023657472.0,1.68,16.35,1.64
12807,2006,1986568.0,15036091392.0,1.68,16.297,1.59
12808,2007,2011492.0,15867124736.0,1.6,16.77,1.56
12809,2008,2038556.0,16311734272.0,1.65,17.675,1.48
12810,2009,2067928.0,16383498240.0,1.47,18.016,1.39
12811,2010,2099275.0,17398968320.0,1.3,18.547,1.25
12812,2011,2132343.0,18309781504.0,1.43,19.268,1.4
12813,2012,2167474.0,19237945344.0,1.63,19.851,1.6
12814,2013,2204517.0,20326299648.0,1.34,20.533,1.28
12815,2014,2243008.0,21637730304.0,1.52,21.838,1.5
12816,2015,2282709.0,22783369216.0,1.56,22.859,1.53
12817,2016,2323351.0,23031048192.0,1.47,22.91,1.41
12818,2017,2364540.0,23016767488.0,1.74,23.574,1.68
12819,2018,2405682.0,23095486464.0,1.41,23.277,1.39
12820,2019,2446648.0,,1.36,22.642,1.32
12821,2020,2489099.0,,1.95,22.303,1.89
12822,2021,2530150.0,,1.57,22.134,1.5
