,year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
6942,1970,,,,,
6943,1971,,,,,
6944,1972,,,,,
6945,1973,,,,,
6946,1974,,,,,
6947,1975,,,,,
6948,1976,,,,,
6949,1977,,,,,
6950,1978,,,,,
6951,1979,,,,,
6952,1980,,,,,
6953,1981,,,,,
6954,1982,,,,,
6955,1983,,,,,
6956,1984,,,,,
6957,1985,,,,,
6958,1986,,,,,
6959,1987,,,,,
6960,1988,,,,,
6961,1989,,,,,
6962,1990,,,,,
6963,1991,,,,,
6964,1992,,,,,
6965,1993,,,,,
6966,1994,,,,,
6967,1995,,,,,
6968,1996,,,,,
6969,1997,,,,,
6970,1998,,,,,
6971,1999,,,,,
6972,2000,,,,,
6973,2001,,,,,
6974,2002,,,,,
6975,2003,,,,,
6976,2004,,,,,
6977,2005,,,,,
6978,2006,,,,,
6979,2007,,,,,
6980,2008,,,,,
6981,2009,,,,,
6982,2010,,,,,
6983,2011,,,,,
6984,2012,,,,,
6985,2013,,,,,
6986,2014,,,,,
6987,2015,,,,,
6988,2016,,,,,
6989,1900,258926472.0,,,,
6990,1901,261057896.0,,,,
6991,1902,263250924.0,,,,
6992,1903,265507488.0,,,,
6993,1904,267788807.0,,,,
6994,1905,270095198.0,,,,
6995,1906,272425976.0,,,,
6996,1907,274784460.0,,,,
6997,1908,277167972.0,,,,
6998,1909,279050646.0,,,,
6999,1910,280431186.0,,,,
7000,1911,281298211.0,,,,
7001,1912,281652252.0,,,,
7002,1913,281501744.0,,,,
7003,1914,281363449.0,,,,
7004,1915,281180248.0,,,,
7005,1916,280944024.0,,,,
7006,1917,280691664.0,,,,
7007,1918,280424071.0,,,,
7008,1919,280674567.0,,,,
7009,1920,281542633.0,,,,
7010,1921,282861781.0,,,,
7011,1922,284754544.0,,,,
7012,1923,287111497.0,,,,
7013,1924,289494728.0,,,,
7014,1925,291921298.0,,,,
7015,1926,294360278.0,,,,
7016,1927,296810766.0,,,,
7017,1928,299292856.0,,,,
7018,1929,301673122.0,,,,
7019,1930,303953685.0,,,,
7020,1931,306134674.0,,,,
7021,1932,308203235.0,,,,
7022,1933,310155509.0,,,,
7023,1934,312119201.0,,,,
7024,1935,314092476.0,,,,
7025,1936,316076502.0,,,,
7026,1937,318074444.0,,,,
7027,1938,320062478.0,,,,
7028,1939,321999406.0,,,,
7029,1940,323469598.0,,,,
7030,1941,324563350.0,,,,
7031,1942,325321924.0,,,,
7032,1943,325845505.0,,,,
7033,1944,326481607.0,,,,
7034,1945,326647116.0,,,,
7035,1946,326077930.0,,,,
7036,1947,325939943.0,,,,
7037,1948,326642427.0,,,,
7038,1949,327730695.0,,,,
7039,1950,329237119.0,,,,
7040,1951,331501812.0,,,,
7041,1952,333847451.0,,,,
7042,1953,336443493.0,,,,
7043,1954,339147690.0,,,,
7044,1955,341831332.0,,,,
7045,1956,344462225.0,,,,
7046,1957,347105173.0,,,,
7047,1958,349957480.0,,,,
7048,1959,352917917.0,,,,
7049,1960,355805110.0,,,,
7050,1961,358743339.0,,,,
7051,1962,361732026.0,,,,
7052,1963,364691542.0,,,,
7053,1964,367781351.0,,,,
7054,1965,370823892.0,,,9416.578,214.715
7055,1966,373731508.0,,,9739.819,234.433
7056,1967,376574288.0,,,10078.875,226.509
7057,1968,379223759.0,,,10797.148,231.399
7058,1969,381650309.0,,,11691.888,227.701
7059,1970,383912245.0,,,12550.573,241.663
7060,1971,386311380.0,,,12950.332,240.286
7061,1972,388928080.0,,,13653.989,251.762
7062,1973,391450227.0,,,14432.193,250.974
7063,1974,393899686.0,,,14290.354,270.847
7064,1975,396193006.0,,,14216.14,273.188
7065,1976,398287803.0,,,15108.707,239.468
7066,1977,400304364.0,,,15335.977,316.232
7067,1978,402143071.0,,,15963.916,308.601
7068,1979,403863014.0,,,16544.145,323.215
7069,1980,405627509.0,,,16264.594,308.105
7070,1981,407250283.0,,,15797.545,303.918
7071,1982,408628108.0,,,15425.131,298.193
7072,1983,409863647.0,,,15495.763,304.281
7073,1984,411049735.0,,,15967.006,308.85
7074,1985,412238154.0,,2023.12,16784.227,315.674
7075,1986,413424998.0,,2076.125,17026.455,299.712
7076,1987,414679336.0,,2148.053,17380.447,327.772
7077,1988,415961589.0,,2197.979,17526.318,346.309
7078,1989,417254783.0,,2247.122,17572.498,286.043
7079,1990,418534524.0,,2273.993,17491.889,303.052
7080,1991,419793537.0,,2317.121,17413.068,316.948
7081,1992,421023075.0,,2303.511,17080.994,330.871
7082,1993,422126980.0,,2303.927,16949.666,341.187
7083,1994,423072317.0,,2339.266,16887.777,351.972
7084,1995,423814689.0,,2409.031,17304.789,353.92
7085,1996,424405469.0,,2492.042,17834.232,353.239
7086,1997,424961289.0,,2508.062,17765.148,369.65
7087,1998,425461558.0,,2562.568,17947.705,387.163
7088,1999,425928587.0,,2587.946,17864.729,388.71
7089,2000,426635103.0,,2624.65,17999.213,406.95
7090,2001,427424720.0,,2701.23,18359.332,436.35
7091,2002,428378382.0,,2724.0,18234.551,389.98
7092,2003,429699089.0,,2800.35,18592.533,397.42
7093,2004,431170409.0,,2867.09,18855.041,440.14
7094,2005,432626741.0,,2880.58,18859.912,443.42
7095,2006,434045309.0,,2932.44,19005.602,467.11
7096,2007,435752873.0,,2948.94,18772.49,496.08
7097,2008,437503272.0,,2962.44,18700.949,540.52
7098,2009,438847122.0,,2811.37,17586.406,570.88
7099,2010,439891841.0,,2948.09,18301.264,652.44
7100,2011,440792832.0,,2909.53,17754.152,645.44
7101,2012,441481855.0,,2904.25,17574.287,728.44
7102,2013,441898520.0,,2885.6,17432.604,807.2
7103,2014,442278071.0,,2826.02,16829.645,837.69
7104,2015,442703856.0,,2871.39,17053.014,856.49
7105,2016,443179834.0,,2892.87,17239.434,871.77
7106,2017,443746907.0,,2924.4,17485.004,875.45
7107,2018,444343250.0,,2909.61,17467.557,940.14
7108,2019,445027038.0,,2876.02,17182.83,978.18
7109,2020,445290493.0,,2755.11,15902.628,1059.91
7110,2021,445051201.0,,2875.02,16744.443,1075.32
7111,2022,447315902.0,,2811.997,16161.107,1078.581
7112,1980,2258.0,,,0.052,
7113,1981,2252.0,,,0.052,
7114,1982,2245.0,,,0.052,
7115,1983,2246.0,,,0.052,
7116,1984,2251.0,,,0.052,
7117,1985,2251.0,,,0.065,
7118,1986,2254.0,,,0.05,
7119,1987,2279.0,,,0.05,
7120,1988,2302.0,,,0.087,
7121,1989,2328.0,,,0.125,
7122,1990,2353.0,,,0.062,
7123,1991,2397.0,,,0.062,
7124,1992,2477.0,,,0.062,
7125,1993,2566.0,,,0.062,
7126,1994,2663.0,,,0.062,
7127,1995,2758.0,,,0.125,
7128,1996,2833.0,,,0.075,
7129,1997,2903.0,,,0.137,
7130,1998,2968.0,,,0.075,
7131,1999,3037.0,,,0.075,
7132,2000,3101.0,,0.01,0.116,0.0
7133,2001,3148.0,,0.01,0.128,0.0
7134,2002,3171.0,,0.01,0.141,0.0
7135,2003,3187.0,,0.01,0.154,0.0
7136,2004,3209.0,,0.01,0.167,0.0
7137,2005,3223.0,,0.01,0.167,0.0
7138,2006,3238.0,,0.02,0.193,0.0
7139,2007,3235.0,,0.02,0.193,0.0
7140,2008,3226.0,,0.02,0.198,0.0
7141,2009,3221.0,,0.02,0.198,0.0
7142,2010,3206.0,,0.01,0.19,0.0
7143,2011,3196.0,,0.02,0.187,0.01
7144,2012,3215.0,,0.02,0.194,0.01
7145,2013,3286.0,,0.02,0.194,0.01
7146,2014,3356.0,,0.02,0.194,0.01
7147,2015,3431.0,,0.02,0.199,0.01
7148,2016,3527.0,,0.02,0.208,0.01
7149,2017,3619.0,,0.02,0.2,0.01
7150,2018,3674.0,,0.02,0.207,0.01
7151,2019,3729.0,,0.02,0.207,0.01
7152,2020,3764.0,,0.02,0.177,0.01
7153,2021,3786.0,,0.02,0.187,0.01
7154,1980,43081.0,,,0.149,
7155,1981,43637.0,,,0.15,
7156,1982,44191.0,,,0.15,
7157,1983,44691.0,,,0.151,
7158,1984,45164.0,,,0.15,
7159,1985,45600.0,,,2.337,
7160,1986,46037.0,,,2.231,
7161,1987,46503.0,,,2.31,
7162,1988,46984.0,,,2.431,
7163,1989,47512.0,,,2.668,
7164,1990,47505.0,,,2.913,
7165,1991,46834.0,,,2.689,
7166,1992,46035.0,,,2.71,
7167,1993,45118.0,,,2.646,
7168,1994,44160.0,,,2.716,
7169,1995,43830.0,,,2.908,
7170,1996,44163.0,,,2.907,
7171,1997,44519.0,,,2.913,
7172,1998,44890.0,,,2.917,
7173,1999,45230.0,,,2.897,
7174,2000,45684.0,,0.21,3.211,0.08
7175,2001,46271.0,,0.23,3.536,0.08
7176,2002,46837.0,,0.23,3.461,0.1
7177,2003,47416.0,,0.23,3.449,0.08
7178,2004,48008.0,,0.24,3.543,0.1
7179,2005,48315.0,,0.24,3.471,0.11
7180,2006,48338.0,,0.24,3.438,0.11
7181,2007,48383.0,,0.26,3.583,0.12
7182,2008,48438.0,,0.26,3.315,0.1
7183,2009,48454.0,,0.27,3.077,0.11
7184,2010,48432.0,,0.27,3.194,0.08
7185,2011,48411.0,,0.26,3.054,0.1
7186,2012,48410.0,,0.28,3.118,0.11
7187,2013,48444.0,,0.28,3.395,0.11
7188,2014,48494.0,,0.3,3.188,0.16
7189,2015,48848.0,,0.31,3.41,0.19
7190,2016,49523.0,,0.3,3.397,0.15
7191,2017,50259.0,,0.32,3.822,0.17
7192,2018,50978.0,,0.34,3.926,0.17
7193,2019,51708.0,,0.37,3.875,0.15
7194,2020,52440.0,,0.41,3.59,0.16
7195,2021,52915.0,,0.42,3.755,0.16
7196,1980,644596.0,,,4.429,
7197,1981,660640.0,,,4.522,
7198,1982,676973.0,,,4.489,
7199,1983,693598.0,,,3.825,
7200,1984,710567.0,,,4.273,
7201,1985,727466.0,,,4.311,
7202,1986,742663.0,,,5.15,
7203,1987,754784.0,,,4.417,
7204,1988,764373.0,,,4.383,
7205,1989,772713.0,,,4.995,
7206,1990,780437.0,,,5.428,
7207,1991,784838.0,,,4.744,
7208,1992,786860.0,,,4.904,
7209,1993,789209.0,,,5.158,
7210,1994,790811.0,,,5.302,
7211,1995,792247.0,,,5.703,
7212,1996,796542.0,,,5.841,
7213,1997,804575.0,,,5.823,
7214,1998,813964.0,,,5.653,
7215,1999,823432.0,,,6.139,
7216,2000,832516.0,,0.62,7.75,0.44
7217,2001,841324.0,,0.67,8.056,0.5
7218,2002,849897.0,,0.71,6.823,0.5
7219,2003,858306.0,,0.72,7.482,0.41
7220,2004,866699.0,,0.75,9.91,0.44
7221,2005,874929.0,,0.79,8.483,0.42
7222,2006,883096.0,,0.84,9.295,0.45
7223,2007,890655.0,,0.87,8.962,0.6
7224,2008,896728.0,,0.88,7.076,0.62
7225,2009,901390.0,,0.86,6.133,0.58
7226,2010,905176.0,,0.9,8.298,0.55
7227,2011,908359.0,,0.86,6.436,0.56
7228,2012,911067.0,,0.86,6.488,0.62
7229,2013,913467.0,,0.88,6.854,0.61
7230,2014,915576.0,,0.91,7.221,0.53
7231,2015,917209.0,,0.96,7.55,0.53
7232,2016,918371.0,,0.96,7.434,0.6
7233,2017,919022.0,,1.05,8.076,0.64
7234,2018,919002.0,,1.09,8.562,0.71
7235,2019,918472.0,,1.13,8.65,0.71
7236,2020,920430.0,,1.1,8.312,0.7
7237,2021,924615.0,,1.14,8.528,0.73
7238,1965,4564582.0,55796187136.0,,115.404,
7239,1966,4581791.0,57128017920.0,,131.365,
7240,1967,4607106.0,58340958208.0,,138.252,
7241,1968,4627786.0,59681452032.0,,150.031,
7242,1969,4624400.0,65431183360.0,,164.92,
7243,1970,4606621.0,70319882240.0,,181.709,
7244,1971,4612433.0,71787708416.0,,186.581,
7245,1972,4639834.0,77268844544.0,,196.711,
7246,1973,4666168.0,82444984320.0,,216.779,
7247,1974,4690582.0,84941602816.0,,207.939,
7248,1975,4711384.0,85922512896.0,,211.251,
7249,1976,4725523.0,85553422336.0,,224.04,
7250,1977,4738738.0,85774123008.0,,236.942,
7251,1978,4752401.0,87565328384.0,,245.921,
7252,1979,4764568.0,93659512832.0,,265.846,
7253,1980,4779423.0,98649604096.0,,264.663,
7254,1981,4799868.0,100487249920.0,,267.23,
7255,1982,4826860.0,103754924032.0,,263.894,
7256,1983,4855738.0,106555392000.0,,261.366,
7257,1984,4881748.0,109771882496.0,,272.34,
7258,1985,4902179.0,113466474496.0,49.394,285.741,
7259,1986,4918174.0,116153573376.0,48.948,289.027,
7260,1987,4932176.0,120921063424.0,53.016,304.3,
7261,1988,4946563.0,126851457024.0,53.491,302.309,
7262,1989,4964482.0,134045458432.0,53.359,303.614,
7263,1990,4986551.0,134055206912.0,54.39,323.249,16.02
7264,1991,5013856.0,126220410880.0,57.98,330.758,18.2
7265,1992,5042120.0,122115850240.0,57.73,329.675,20.06
7266,1993,5066609.0,121309724672.0,61.08,332.511,19.44
7267,1994,5088491.0,126178762752.0,65.64,349.056,18.27
7268,1995,5107942.0,131584983040.0,64.04,332.727,19.55
7269,1996,5124717.0,136504623104.0,69.38,347.479,17.76
7270,1997,5139944.0,145148297216.0,69.16,352.381,20.15
7271,1998,5153548.0,153137954816.0,70.15,364.244,24.4
7272,1999,5165500.0,160061980672.0,69.46,357.149,21.19
7273,2000,5176208.0,169209069568.0,69.79,359.11,23.38
7274,2001,5188007.0,173703233536.0,74.29,366.894,21.54
7275,2002,5200588.0,176750428160.0,74.73,368.768,19.83
7276,2003,5212991.0,180407926784.0,84.08,394.928,19.06
7277,2004,5228143.0,187631845376.0,85.6,393.254,25.63
7278,2005,5246070.0,192989478912.0,70.33,357.548,23.46
7279,2006,5266249.0,200964489216.0,82.05,383.512,22.46
7280,2007,5288694.0,211541000192.0,80.92,382.192,24.32
7281,2008,5313358.0,213224882176.0,76.98,368.496,27.77
7282,2009,5338813.0,195736961024.0,71.78,341.288,21.7
7283,2010,5363279.0,201743089664.0,80.34,371.291,24.18
7284,2011,5388173.0,207082078208.0,73.21,349.923,24.18
7285,2012,5413865.0,204128370688.0,70.09,340.459,28.56
7286,2013,5438873.0,202579968000.0,70.98,341.801,25.63
7287,2014,5461436.0,201300410368.0,67.81,329.823,26.28
7288,2015,5479457.0,201843998720.0,68.36,328.893,30.53
7289,2016,5495217.0,204639584256.0,68.48,334.083,30.41
7290,2017,5508146.0,211331219456.0,67.12,327.216,31.47
7291,2018,5515465.0,214535733248.0,69.98,333.841,32.14
7292,2019,5521539.0,,68.38,326.982,31.88
7293,2020,5529468.0,,69.04,313.171,35.93
7294,2021,5535982.0,,71.87,319.79,38.18
7295,2022,5540745.0,,72.66,326.716,39.69
7296,1900,40019136.0,186101235712.0,,,
7297,1901,40067484.0,183083204608.0,,,
7298,1902,40116538.0,180073594880.0,,,
7299,1903,40166299.0,184067211264.0,,,
7300,1904,40216118.0,185418137600.0,,,
7301,1905,40265996.0,188625567744.0,,,
7302,1906,40315932.0,192058916864.0,,,
7303,1907,40365927.0,200370143232.0,,,
7304,1908,40415980.0,199237287936.0,,,
7305,1909,40408851.0,207518236672.0,,,
7306,1910,40344819.0,194824617984.0,,,
7307,1911,40224160.0,213970255872.0,,,
7308,1912,40047151.0,231651753984.0,,,
7309,1913,39814066.0,230326960128.0,,,
7310,1914,39582334.0,213933211648.0,,,
7311,1915,39351947.0,209570136064.0,,,
7312,1916,39122898.0,220159672320.0,,,
7313,1917,38895178.0,186539425792.0,,,
7314,1918,38680067.0,147191889920.0,,,
7315,1919,38558175.0,173414694912.0,,,
7316,1920,38529587.0,200616001536.0,,,
7317,1921,38594388.0,192315244544.0,,,
7318,1922,38752667.0,226822684672.0,,,
7319,1923,39004517.0,238641922048.0,,,
7320,1924,39258004.0,268504907776.0,,,
7321,1925,39513139.0,269691011072.0,,,
7322,1926,39769931.0,276812496896.0,,,
7323,1927,40028393.0,271063744512.0,,,
7324,1928,40288534.0,289936146432.0,,,
7325,1929,40485273.0,309554839552.0,,,
7326,1930,40618294.0,300590628864.0,,,
7327,1931,40687278.0,282596868096.0,,,
7328,1932,40691906.0,264178466816.0,,,
7329,1933,40631855.0,283050737664.0,,,
7330,1934,40571892.0,280309891072.0,,,
7331,1935,40512018.0,273155227648.0,,,
7332,1936,40452232.0,283521155072.0,,,
7333,1937,40392535.0,299883364352.0,,,
7334,1938,40332925.0,298713251840.0,,,
7335,1939,40314566.0,320115998720.0,,,
7336,1940,40337546.0,264163000320.0,,,
7337,1941,40401955.0,208850403328.0,,,
7338,1942,40507882.0,187228798976.0,,,
7339,1943,40655418.0,177801003008.0,,,
7340,1944,40803492.0,150192898048.0,,,
7341,1945,40952105.0,162809692160.0,,,
7342,1946,41101259.0,247582048256.0,,,
7343,1947,41250956.0,268325273600.0,,,
7344,1948,41401199.0,287852232704.0,,,
7345,1949,41598134.0,327028310016.0,,,
7346,1950,41842356.0,351453773824.0,,,
7347,1951,42196660.0,373113716736.0,,,
7348,1952,42542396.0,382998904832.0,,,
7349,1953,42883300.0,394064691200.0,,,
7350,1954,43225644.0,413153820672.0,,,
7351,1955,43593852.0,436918059008.0,,,
7352,1956,43959224.0,458984652800.0,,,
7353,1957,44338088.0,486693404672.0,,,
7354,1958,44754360.0,498861244416.0,,,
7355,1959,45201848.0,513138982912.0,,,
7356,1960,45659572.0,549318524928.0,,,
7357,1961,46143028.0,579768680448.0,,,
7358,1962,46635188.0,618376462336.0,,,
7359,1963,47121244.0,650490675200.0,,,
7360,1964,47641948.0,693811347456.0,,,
7361,1965,48168800.0,727557406720.0,,1309.656,
7362,1966,48683088.0,764514074624.0,,1341.317,
7363,1967,49181404.0,799864782848.0,,1427.175,
7364,1968,49647272.0,835171385344.0,,1506.558,
7365,1969,50087056.0,893107437568.0,,1660.291,
7366,1970,50523588.0,944232660992.0,,1803.217,
7367,1971,50970696.0,989968596992.0,,1874.792,
7368,1972,51410364.0,1034024779776.0,,2004.09,
7369,1973,51814076.0,1090179825664.0,,2175.946,
7370,1974,52163552.0,1122228371456.0,,2137.0,
7371,1975,52450032.0,1114332594176.0,,2013.224,
7372,1976,52685272.0,1162522918912.0,,2142.998,
7373,1977,52925440.0,1205940912128.0,,2171.511,
7374,1978,53175308.0,1239356145664.0,,2268.692,
7375,1979,53428780.0,1279104516096.0,,2335.642,
7376,1980,53713836.0,1297124032512.0,,2307.181,
7377,1981,54016748.0,1310463361024.0,,2284.854,
7378,1982,54319652.0,1343411585024.0,,2200.528,
7379,1983,54592384.0,1359074689024.0,,2255.271,
7380,1984,54845984.0,1379095674880.0,,2331.213,
7381,1985,55108104.0,1398409920512.0,344.465,2406.536,
7382,1986,55371640.0,1431625531392.0,362.996,2466.379,
7383,1987,55641536.0,1467808743424.0,378.486,2511.97,
7384,1988,55911476.0,1532315566080.0,392.087,2545.521,
7385,1989,56169944.0,1594471874560.0,404.85,2577.915,
7386,1990,56412896.0,1636207689728.0,417.2,2657.853,55.78
7387,1991,56645216.0,1655610540032.0,451.62,2825.163,59.71
7388,1992,56864048.0,1682859229184.0,460.02,2848.84,71.1
7389,1993,57053728.0,1673263972352.0,469.66,2849.369,66.86
7390,1994,57230064.0,1713239621632.0,474.6,2814.17,80.95
7391,1995,57420356.0,1749671477248.0,491.2,2880.974,75.45
7392,1996,57623180.0,1774691549184.0,509.16,2988.001,68.47
7393,1997,57839364.0,1817073025024.0,500.96,2947.409,66.44
7394,1998,58080344.0,1882612563968.0,507.25,3014.928,64.76
7395,1999,58352208.0,1950261968896.0,521.23,3068.208,75.4
7396,2000,58665456.0,2031949578240.0,533.6,3107.309,67.83
7397,2001,59014776.0,2077914824704.0,543.65,3145.42,76.09
7398,2002,59372784.0,2107291205632.0,552.12,3113.109,62.69
7399,2003,59728260.0,2130783764480.0,559.92,3145.164,61.47
7400,2004,60108436.0,2196565655552.0,567.19,3170.968,62.42
7401,2005,60510080.0,2238357176320.0,569.86,3152.401,54.98
7402,2006,60919152.0,2296438063104.0,568.0,3127.131,60.91
7403,2007,61329380.0,2353924145152.0,562.21,3072.352,64.3
7404,2008,61721004.0,2361538117632.0,567.35,3081.914,72.33
7405,2009,62093300.0,2294314958848.0,529.21,2909.973,68.15
7406,2010,62444568.0,2341292736512.0,562.83,2997.734,76.68
7407,2011,62775272.0,2391848255488.0,567.4,2882.312,66.02
7408,2012,63071412.0,2395403190272.0,567.08,2881.175,85.25
7409,2013,63335180.0,2415696805888.0,576.45,2908.428,99.42
7410,2014,63588496.0,2424453726208.0,566.19,2785.743,94.03
7411,2015,63809768.0,2453072773120.0,573.92,2803.133,91.84
7412,2016,63989320.0,2479389933568.0,558.65,2754.993,99.0
7413,2017,64144092.0,2536203354112.0,556.08,2734.68,92.63
7414,2018,64277812.0,2581673803776.0,575.83,2785.428,113.62
7415,2019,64399760.0,,565.72,2725.835,113.21
7416,2020,64480052.0,,527.25,2454.33,125.28
7417,2021,64531448.0,,550.38,2611.23,122.36
7418,2022,64626624.0,,470.67,2329.906,115.51
7419,1980,66849.0,,,1.515,
7420,1981,69698.0,,,1.33,
7421,1982,73149.0,,,1.632,
7422,1983,77332.0,,,1.692,
7423,1984,82008.0,,,1.333,
7424,1985,86947.0,,,1.33,
7425,1986,92122.0,,,1.558,
7426,1987,97522.0,,,1.779,
7427,1988,103135.0,,,2.045,
7428,1989,108778.0,,,2.351,
7429,1990,113948.0,,,2.808,
7430,1991,118523.0,,,3.085,
7431,1992,122937.0,,,2.545,
7432,1993,127507.0,,,3.393,
7433,1994,132274.0,,,3.393,
7434,1995,137189.0,,,3.957,
7435,1996,142241.0,,,3.9,
7436,1997,147381.0,,,3.957,
7437,1998,152661.0,,,3.957,
7438,1999,158134.0,,,3.957,
7439,2000,164367.0,,0.43,2.251,0.0
7440,2001,171415.0,,0.58,4.124,0.53
7441,2002,178744.0,,0.61,3.834,0.55
7442,2003,186222.0,,0.63,4.468,0.57
7443,2004,193709.0,,0.65,4.463,0.59
7444,2005,201271.0,,0.68,4.467,0.62
7445,2006,207885.0,,0.71,4.188,0.64
7446,2007,213318.0,,0.9,4.554,0.66
7447,2008,218525.0,,0.92,4.645,0.69
7448,2009,223531.0,,1.03,5.448,0.71
7449,2010,228469.0,,1.11,5.207,0.75
7450,2011,233645.0,,1.06,5.349,0.7
7451,2012,239255.0,,0.0,0.0,0.0
7452,2013,245388.0,,0.0,0.0,0.0
7453,2014,251379.0,,0.0,0.0,0.0
7454,2015,257033.0,,0.0,0.0,0.0
7455,2016,262825.0,,0.0,0.0,0.0
7456,2017,269363.0,,0.0,0.0,0.0
7457,2018,276659.0,,0.0,0.0,0.0
7458,2019,284088.0,,0.0,0.0,0.0
7459,2020,290978.0,,0.0,0.0,0.0
7460,2021,297462.0,,0.0,0.0,0.0
7461,1980,163605.0,,,0.909,
7462,1981,168902.0,,,1.39,
7463,1982,174360.0,,,1.813,
7464,1983,179056.0,,,2.467,
7465,1984,183156.0,,,3.709,
7466,1985,187590.0,,,3.24,
7467,1986,192213.0,,,4.109,
7468,1987,196866.0,,,4.151,
7469,1988,201758.0,,,4.164,
7470,1989,206586.0,,,4.219,
7471,1990,211108.0,,,3.993,
7472,1991,215455.0,,,4.028,
7473,1992,219633.0,,,3.827,
7474,1993,223723.0,,,3.829,
7475,1994,227692.0,,,3.093,
7476,1995,231454.0,,,3.297,
7477,1996,235200.0,,,3.274,
7478,1997,239047.0,,,3.318,
7479,1998,242892.0,,,3.371,
7480,1999,246832.0,,,3.18,
7481,2000,250939.0,,0.39,3.564,0.12
7482,2001,255054.0,,0.47,3.911,0.1
7483,2002,259142.0,,0.52,4.156,0.13
7484,2003,263182.0,,0.57,4.496,0.15
7485,2004,267135.0,,0.61,4.47,0.18
7486,2005,271069.0,,0.6,4.655,0.18
7487,2006,274908.0,,0.63,4.604,0.2
7488,2007,278188.0,,0.66,4.879,0.22
7489,2008,280566.0,,0.68,4.966,0.21
7490,2009,282292.0,,0.7,4.936,0.21
7491,2010,283795.0,,0.62,5.132,0.27
7492,2011,285275.0,,0.65,4.828,0.23
7493,2012,286591.0,,0.64,4.654,0.21
7494,2013,288037.0,,0.59,4.592,0.17
7495,2014,289880.0,,0.58,4.565,0.2
7496,2015,291796.0,,0.58,4.75,0.2
7497,2016,293552.0,,0.58,4.72,0.21
7498,2017,295456.0,,0.6,4.598,0.22
7499,2018,297615.0,,0.58,4.683,0.2
7500,2019,299730.0,,0.68,4.718,0.22
7501,2020,301935.0,,0.66,4.498,0.22
7502,2021,304038.0,,0.7,4.634,0.23
7503,2000,,,12921.17,,2158.78
7504,2001,,,13077.22,,2115.56
7505,2002,,,13514.02,,2163.59
7506,2003,,,13991.41,,2192.08
7507,2004,,,14653.43,,2393.86
7508,2005,,,15217.8,,2482.72
7509,2006,,,15811.03,,2625.48
7510,2007,,,16549.109,,2708.95
7511,2008,,,16847.381,,2952.01
7512,2009,,,16675.49,,3039.67
7513,2010,,,17813.76,,3326.19
7514,2011,,,18440.35,,3502.71
7515,2012,,,18815.439,,3772.02
7516,2013,,,19355.26,,4049.45
7517,2014,,,19854.1,,4319.99
7518,2015,,,19984.15,,4521.38
7519,2016,,,20501.84,,4817.89
7520,2017,,,21138.631,,5125.18
7521,2018,,,22016.17,,5501.12
7522,2019,,,22302.66,,5855.98
7523,2020,,,22232.6,,6274.7
7524,2021,,,23603.439,,6644.14
7525,2022,,,24222.391,,7183.16
7526,2000,,,7239.01,,979.65
7527,2001,,,7161.54,,895.74
7528,2002,,,7331.12,,958.54
7529,2003,,,7378.13,,970.8
7530,2004,,,7519.85,,993.54
7531,2005,,,7669.68,,1008.32
7532,2006,,,7703.22,,1058.13
7533,2007,,,7831.62,,1046.03
7534,2008,,,7805.84,,1110.82
7535,2009,,,7429.19,,1151.46
7536,2010,,,7717.3,,1193.69
7537,2011,,,7642.96,,1323.15
7538,2012,,,7605.58,,1363.73
7539,2013,,,7631.99,,1474.92
7540,2014,,,7594.49,,1534.27
7541,2015,,,7585.48,,1600.45
7542,2016,,,7593.55,,1682.85
7543,2017,,,7570.76,,1820.96
7544,2018,,,7717.25,,1901.03
7545,2019,,,7591.6,,1951.43
7546,2020,,,7347.45,,2073.81
7547,2021,,,7521.13,,2095.76
7548,2022,,,7600.92,,2227.34
7549,1900,369735.0,,,,
7550,1901,366870.0,,,,
7551,1902,363658.0,,,,
7552,1903,360105.0,,,,
7553,1904,356586.0,,,,
7554,1905,353102.0,,,,
7555,1906,349652.0,,,,
7556,1907,346236.0,,,,
7557,1908,342853.0,,,,
7558,1909,339771.0,,,,
7559,1910,336988.0,,,,
7560,1911,334497.0,,,,
7561,1912,332295.0,,,,
7562,1913,330377.0,,,,
7563,1914,328471.0,,,,
7564,1915,326576.0,,,,
7565,1916,324691.0,,,,
7566,1917,322817.0,,,,
7567,1918,320880.0,,,,
7568,1919,320160.0,,,,
7569,1920,320664.0,,,,
7570,1921,322401.0,,,,
7571,1922,325381.0,,,,
7572,1923,329610.0,,,,
7573,1924,333895.0,,,,
7574,1925,338236.0,,,,
7575,1926,342633.0,,,,
7576,1927,347087.0,,,,
7577,1928,351599.0,,,,
7578,1929,356098.0,,,,
7579,1930,360582.0,,,,
7580,1931,365051.0,,,,
7581,1932,369503.0,,,,
7582,1933,373937.0,,,,
7583,1934,378424.0,,,,
7584,1935,382965.0,,,,
7585,1936,387561.0,,,,
7586,1937,392211.0,,,,
7587,1938,396918.0,,,,
7588,1939,402006.0,,,,
7589,1940,407486.0,,,,
7590,1941,413366.0,,,,
7591,1942,419659.0,,,,
7592,1943,426374.0,,,,
7593,1944,433196.0,,,,
7594,1945,440127.0,,,,
7595,1946,447169.0,,,,
7596,1947,454323.0,,,,
7597,1948,461593.0,,,,
7598,1949,467794.0,,,,
7599,1950,472913.0,1229838848.0,,,
7600,1951,475839.0,1275174144.0,,,
