year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
1987,3299449.0,74219986944.0,29.753,168.239,24.006
1988,3316005.0,74015940608.0,31.086,175.236,25.05
1989,3333753.0,74677444608.0,31.358,179.244,25.137
1990,3397388.0,74483236864.0,32.614,186.435,26.138
1991,3481606.0,72989966336.0,33.639,190.187,26.016
1992,3532568.0,73699155968.0,33.211,190.501,24.163
1993,3573739.0,77452075008.0,34.616,196.246,26.712
1994,3620893.0,82753609728.0,35.196,207.137,28.913
1995,3673899.0,86504431616.0,36.41,214.906,30.56
1996,3728460.0,89915654144.0,36.804,217.988,29.143
1997,3775853.0,92710363136.0,37.443,218.022,26.318
1998,3810047.0,93578371072.0,37.776,218.023,28.649
1999,3833496.0,97884487680.0,37.96,219.933,26.515
2000,3855266.0,101981110272.0,38.2,229.557,27.87
2001,3889587.0,104436924416.0,38.35,227.483,24.96
2002,3948582.0,109929889792.0,39.46,235.292,27.96
2003,4019944.0,115145211904.0,39.53,228.071,26.65
2004,4081415.0,120376942592.0,41.53,234.68,30.55
2005,4132782.0,123645493248.0,41.52,228.759,27.32
2006,4179986.0,127255027712.0,42.07,230.264,27.83
2007,4221495.0,132482703360.0,42.4,229.466,28.36
2008,4260235.0,132115849216.0,42.39,230.098,27.82
2009,4302884.0,132821327872.0,42.16,229.505,30.74
2010,4346345.0,135624843264.0,43.57,235.125,32.38
2011,4381274.0,138433576960.0,43.27,236.093,33.39
2012,4410285.0,141964034048.0,43.14,237.845,31.55
2013,4450641.0,144951869440.0,42.37,239.559,32.01
2014,4514198.0,149075263488.0,42.65,250.677,34.23
2015,4590591.0,153714786304.0,43.33,252.204,35.17
2016,4668088.0,159813943296.0,42.93,254.936,36.56
2017,4746253.0,165842092032.0,43.31,259.836,35.6
2018,4838528.0,171013586944.0,43.42,258.494,36.59
2000,5123223.0,13909592064.0,2.13,16.296,0.45
2001,5192765.0,14579898368.0,2.34,17.299,0.52
2002,5259017.0,14954188800.0,2.7,17.631,0.69
2003,5323064.0,15599451136.0,2.6,18.707,0.82
2004,5386220.0,16722814976.0,2.69,19.468,1.02
2005,5454680.0,17753884672.0,3.01,19.785,1.19
2006,5529811.0,18819405824.0,3.1,19.881,1.15
2007,5607460.0,20171036672.0,2.92,20.706,0.99
2008,5687752.0,21118480384.0,3.22,20.953,1.26
2009,5770649.0,20900358144.0,3.55,20.958,1.16
2010,5855736.0,21950676992.0,3.51,21.666,1.34
2011,5942554.0,23734874112.0,3.66,22.791,1.31
2012,6030605.0,25065728000.0,3.89,23.01,1.67
2013,6119377.0,26206803968.0,4.04,24.426,2.05
2014,6208680.0,27402565632.0,4.35,25.914,2.28
2015,6298610.0,28748328960.0,4.44,28.356,2.24
2016,6389237.0,30103515136.0,4.48,28.443,2.39
2017,6480534.0,31419242496.0,4.39,28.36,2.31
2018,6572234.0,30136879104.0,4.53,28.145,2.48
2000,11622673.0,7477987840.0,0.18,3.317,0.0
2001,12031431.0,8079399424.0,0.16,3.249,0.0
2002,12456520.0,8506477056.0,0.17,3.455,0.0
2003,12900793.0,9108179968.0,0.18,3.799,0.0
2004,13366889.0,9043672064.0,0.19,4.168,0.0
2005,13855225.0,9808796672.0,0.22,3.928,0.0
2006,14365171.0,10381911040.0,0.21,3.952,0.0
2007,14897877.0,10715390976.0,0.21,4.253,0.0
2008,15455181.0,11761921024.0,0.21,4.727,0.0
2009,16037917.0,11699248128.0,0.24,5.565,0.0
2010,16647545.0,12693037056.0,0.27,6.888,0.0
2011,17283118.0,12993281024.0,0.32,6.914,0.0
2012,17954410.0,14603173888.0,0.39,9.193,0.01
2013,18653204.0,15459623936.0,0.42,10.342,0.01
2014,19372012.0,16617681920.0,0.42,9.815,0.01
2015,20128132.0,17307856896.0,0.51,10.365,0.01
2016,20921748.0,18231308288.0,0.5,9.681,0.01
2017,21737924.0,19142508544.0,0.53,9.415,0.01
2018,22577060.0,20483442688.0,0.54,10.389,0.05
2000,122851984.0,268133056512.0,14.15,224.482,5.7
2001,126152680.0,293371871232.0,14.84,254.05,5.86
2002,129583032.0,344837226496.0,20.67,265.279,8.16
2003,133119808.0,387286171648.0,19.35,279.639,7.38
2004,136756848.0,438818996224.0,23.25,290.211,8.05
2005,140490720.0,481805860864.0,22.53,317.435,7.7
2006,144329760.0,527646261248.0,22.04,283.013,6.21
2007,148294032.0,581024743424.0,21.91,259.443,6.17
2008,152382512.0,638942773248.0,20.14,312.046,5.67
2009,156595744.0,709980389376.0,18.82,195.811,4.49
2010,160952864.0,810068017152.0,24.89,243.699,6.33
2011,165463744.0,871190888448.0,25.72,346.747,5.84
2012,170075936.0,909649182720.0,27.3,345.857,5.64
2013,174726128.0,959938887680.0,27.45,444.877,5.31
2014,179379024.0,1021285564416.0,30.6,485.734,5.34
2015,183995776.0,1048704581632.0,30.8,459.223,5.71
2016,188666928.0,1032469807104.0,32.01,469.574,8.12
2017,193495904.0,1040791502848.0,32.78,456.42,7.72
2018,198387616.0,1060805935104.0,31.85,488.395,7.74
2000,23367064.0,37758033920.0,18.75,287.118,10.1
2001,23512524.0,39161384960.0,19.51,279.235,10.49
2002,23638414.0,39634149376.0,19.12,272.915,10.51
2003,23781706.0,40352083968.0,20.32,271.789,11.6
2004,23948936.0,41171423232.0,21.29,283.36,12.38
2005,24100980.0,42708226048.0,22.19,278.631,13.0
2006,24235764.0,42264170496.0,21.72,264.095,12.49
2007,24356508.0,41765543936.0,20.9,242.105,13.15
2008,24469050.0,43163303936.0,22.52,260.755,13.93
2009,24581508.0,42791211008.0,20.49,220.613,12.38
2010,24686436.0,42605441024.0,21.04,210.625,13.27
2011,24783790.0,42961428480.0,18.73,157.397,13.07
2012,24887770.0,43545174016.0,18.75,150.456,13.36
2013,25001824.0,44033757184.0,17.93,118.56,13.76
2014,25126140.0,44518469632.0,17.49,111.505,12.88
2015,25258012.0,44032954368.0,13.42,98.722,9.91
2016,25389614.0,43750891520.0,16.56,114.258,12.68
2017,25516318.0,42247168000.0,14.61,93.337,11.79
2018,25638152.0,40517136384.0,15.14,96.753,12.68
1990,2044181.0,17074264064.0,5.75,29.66,0.49
1991,2036691.0,16091739136.0,5.77,29.447,0.85
1992,2018024.0,15098989568.0,6.07,30.237,0.85
1993,1996896.0,14032408576.0,5.18,30.279,0.52
1994,1982458.0,13843362816.0,5.94,28.442,0.69
1995,1983971.0,13754777600.0,6.13,28.651,0.8
1996,1994230.0,13985296384.0,6.64,33.28,0.85
1997,2004240.0,14249369600.0,6.73,30.014,0.9
1998,2012844.0,14789551104.0,7.05,33.924,1.08
1999,2023781.0,15508166656.0,6.86,32.504,1.39
2000,2037940.0,16307994624.0,6.81,30.848,1.17
2001,2053391.0,15900560384.0,6.37,29.025,0.63
2002,2064739.0,16235362304.0,6.09,28.361,0.76
2003,2071150.0,16692704256.0,6.73,31.976,1.37
2004,2075879.0,17567377408.0,6.66,31.577,1.48
2005,2078667.0,18483240960.0,6.94,32.658,1.49
2006,2081081.0,19516264448.0,7.01,33.201,1.65
2007,2083494.0,20864536576.0,6.5,32.975,1.01
2008,2086228.0,22095099904.0,6.31,31.932,0.84
2009,2089793.0,22109681664.0,6.82,31.45,1.27
2010,2093828.0,22959144960.0,7.26,34.147,2.43
2011,2097110.0,23603470336.0,6.76,34.064,1.43
2012,2099486.0,23487100928.0,6.26,31.627,1.04
2013,2102220.0,24174659584.0,6.09,30.224,1.59
2014,2105293.0,25062699008.0,5.38,27.964,1.29
2015,2107965.0,26042277888.0,5.65,29.483,2.03
2016,2110194.0,26681432064.0,5.63,30.59,2.07
2017,2111982.0,26969989120.0,5.6,29.432,1.29
2018,2113497.0,27703576576.0,5.61,29.401,1.96
1985,4152640.0,114639986688.0,103.292,435.445,102.388
1986,4167465.0,118764650496.0,97.284,424.843,96.227
1987,4187034.0,121201516544.0,104.283,446.351,103.294
1988,4209655.0,121152471040.0,110.019,460.097,108.884
1989,4227072.0,122312998912.0,119.197,490.188,118.429
1990,4241637.0,124859203584.0,121.46,495.398,121.35
1991,4261886.0,132674478080.0,110.46,456.792,110.34
1992,4286560.0,141645643776.0,117.01,481.064,116.9
1993,4312138.0,150160310272.0,119.61,496.452,119.48
1994,4336745.0,162612346880.0,112.2,479.502,111.92
1995,4359327.0,174580203520.0,122.13,508.82,121.83
1996,4381511.0,189004513280.0,104.57,466.737,104.17
1997,4405334.0,205114343424.0,110.38,490.684,110.03
1998,4431672.0,216977244160.0,116.31,510.298,115.98
1999,4462148.0,228162633728.0,122.15,523.83,121.75
2000,4491204.0,242722144256.0,142.43,580.512,142.11
2001,4514019.0,255412797440.0,121.16,524.996,120.74
2002,4538435.0,267060707328.0,130.12,546.265,129.7
2003,4565167.0,277816606720.0,106.59,482.027,106.03
2004,4592284.0,297704030208.0,109.98,490.929,109.39
2005,4623691.0,314925252608.0,137.1,560.754,136.52
2006,4661081.0,332397084672.0,121.09,513.554,120.4
2007,4709582.0,352664748032.0,135.94,551.271,134.94
2008,4768654.0,364919226368.0,141.02,564.522,140.35
2009,4829195.0,370050662400.0,130.89,521.254,126.48
2010,4889747.0,383737856000.0,123.08,500.38,117.96
2011,4953565.0,399382970368.0,126.22,507.487,121.91
2012,5019058.0,410365034496.0,146.54,562.048,143.59
2013,5080667.0,414462935040.0,133.27,526.926,130.42
2014,5137926.0,422415695872.0,140.94,542.738,137.94
2015,5190357.0,429219184640.0,143.06,548.0,140.07
2016,5236591.0,433545936896.0,148.12,556.1,145.15
2017,5277396.0,443618328576.0,148.41,558.883,145.48
2018,5312321.0,449338998784.0,146.01,550.134,143.05
1985,1353298.0,15457396736.0,2.888,32.89,0.0
1986,1443449.0,15789072384.0,3.617,35.46,0.0
1987,1533352.0,17052943360.0,3.884,36.959,0.0
1988,1623437.0,17563824128.0,4.408,37.969,0.0
1989,1713845.0,18300876800.0,4.707,39.736,0.0
1990,1804528.0,18309502976.0,4.501,46.578,0.0
1991,1895193.0,20623697920.0,4.625,60.794,0.0
1992,1985234.0,23771996160.0,5.113,60.287,0.0
1993,2071874.0,26814318592.0,5.833,58.154,0.0
1994,2133678.0,29594624000.0,6.198,54.481,0.0
1995,2172681.0,32979269632.0,6.5,63.823,0.0
1996,2209965.0,36087418880.0,6.802,65.475,0.0
1997,2245591.0,40761249792.0,7.318,67.466,0.0
1998,2279727.0,44532695040.0,8.2,69.18,0.0
1999,2312608.0,47475470336.0,8.413,78.621,0.0
2000,2344261.0,53667835904.0,8.56,110.924,0.0
2001,2374655.0,59346665472.0,9.15,123.159,0.0
2002,2403663.0,62001954816.0,9.71,132.999,0.0
2003,2431603.0,63766302720.0,10.07,137.961,0.0
2004,2468860.0,68446281728.0,10.81,128.175,0.0
2005,2515202.0,74672898048.0,11.89,155.011,0.0
2006,2560652.0,84269957120.0,13.26,170.272,0.0
2007,2605706.0,94693957632.0,13.32,172.564,0.0
2008,2651032.0,110108073984.0,14.88,200.784,0.0
2009,2697543.0,124503998464.0,16.75,199.198,0.0
2010,2881915.0,137422618624.0,18.63,236.931,0.0
2011,3206883.0,141399490560.0,20.56,259.683,0.0
2012,3535585.0,150612361216.0,23.52,283.303,0.0
2013,3816688.0,153523863552.0,24.67,317.485,0.0
2014,4009272.0,155313733632.0,27.38,315.798,0.0
2015,4191784.0,161733820416.0,30.79,336.785,0.0
2016,4398080.0,168786526208.0,32.17,337.738,0.0
2017,4541853.0,169370533888.0,33.98,353.378,0.02
2018,4601160.0,172358221824.0,35.47,375.743,0.02
1985,97121552.0,220940075008.0,28.825,218.164,13.024
1986,100618520.0,234955259904.0,32.348,231.24,12.454
1987,104251096.0,248712724480.0,36.347,259.387,16.374
1988,107967840.0,264731820032.0,40.671,275.561,17.165
1989,111670392.0,277371092992.0,42.806,292.245,17.443
1990,115414072.0,290069544960.0,45.985,305.498,17.085
1991,119203576.0,311483367424.0,50.22,323.701,18.283
1992,122375176.0,327814348800.0,53.575,340.029,19.945
1993,125546624.0,338978439168.0,57.012,376.314,21.933
1994,129245136.0,356454498304.0,57.923,389.382,21.527
1995,133117480.0,376967626752.0,63.75,410.68,22.747
1996,137234816.0,391435223040.0,67.565,437.426,24.797
1997,141330272.0,402359549952.0,62.481,422.885,18.447
1998,145476112.0,419024863232.0,66.396,453.849,24.108
1999,149694464.0,440333205504.0,65.302,473.722,21.505
2000,154369920.0,459798544384.0,63.4,483.754,17.79
2001,159217728.0,477964500992.0,68.85,495.15,19.54
2002,163262800.0,504824791040.0,72.44,514.109,22.95
2003,166876672.0,543920422912.0,77.48,559.927,27.49
2004,170648624.0,592025878528.0,81.14,623.062,26.34
2005,174372096.0,641139081216.0,89.63,646.484,31.52
2006,178069984.0,685964984320.0,94.31,681.332,32.66
2007,181924528.0,719251898368.0,90.78,724.411,29.53
2008,185931952.0,746909335552.0,87.73,727.998,28.67
2009,190123232.0,774875316224.0,92.24,737.594,29.05
2010,194454496.0,805483315200.0,94.47,740.76,32.6
2011,198602736.0,845085933568.0,94.83,740.263,29.37
2012,202205856.0,884405436416.0,98.1,687.836,30.7
2013,205337552.0,931154821120.0,104.93,751.742,33.26
2014,208251632.0,981580447744.0,107.34,775.935,34.48
2015,210969296.0,1039812853760.0,112.32,815.859,36.82
2016,213524848.0,1101753876480.0,123.65,888.988,35.64
2017,216379648.0,1160950841344.0,131.58,940.998,32.39
2018,219731488.0,1212090548224.0,139.9,971.03,42.66
2000,3139950.0,16535485440.0,0.0,5.764,0.0
2001,3230085.0,14595986432.0,0.03,7.821,0.0
2002,3309493.0,12429343744.0,0.14,7.242,0.0
2003,3384195.0,13784762368.0,0.32,7.768,0.0
2004,3460130.0,14801525760.0,0.38,11.815,0.0
2005,3541198.0,15962718208.0,0.46,14.48,0.0
2006,3627671.0,14923433984.0,0.32,12.785,0.0
2007,3717882.0,15482100736.0,0.4,13.168,0.0
2008,3808824.0,15978428416.0,0.4,12.63,0.0
2009,3899401.0,16895251456.0,0.46,12.954,0.0
2010,3992283.0,17771110400.0,0.44,12.947,0.0
2011,4087747.0,19437410304.0,0.54,14.396,0.0
2012,4184161.0,20660752384.0,0.44,14.404,0.0
2013,4281800.0,21115611136.0,0.5,15.299,0.0
2014,4380473.0,21084590080.0,0.32,16.504,0.0
2015,4484615.0,21808076800.0,0.48,18.323,0.01
2016,4593855.0,23685474304.0,0.51,19.239,0.04
2017,4700954.0,23888596992.0,0.52,19.313,0.05
2018,4805549.0,24034213888.0,0.4,19.689,0.06
2000,3001738.0,28706484224.0,4.76,67.068,3.56
2001,3061029.0,28943056896.0,4.94,68.165,2.65
2002,3120993.0,29668001792.0,5.15,67.344,3.51
2003,3181620.0,31009619968.0,5.39,67.914,2.97
2004,3243310.0,33428600832.0,5.6,69.254,3.92
2005,3305875.0,35933065216.0,5.66,69.188,3.86
2006,3368577.0,39099564032.0,5.86,75.128,3.72
2007,3431619.0,43958181888.0,6.33,70.901,3.81
2008,3495284.0,47885660160.0,6.24,83.056,4.11
2009,3559339.0,48772972544.0,6.73,80.47,4.03
2010,3623622.0,51741884416.0,7.15,91.285,4.34
2011,3688679.0,57996521472.0,7.57,92.078,4.25
2012,3754871.0,63359008768.0,8.35,102.22,5.52
2013,3821557.0,67546259456.0,8.67,100.603,5.35
2014,3888795.0,71636836352.0,8.35,102.876,5.3
2015,3957102.0,75784011776.0,9.35,112.379,6.83
2016,4026338.0,79468544000.0,10.0,118.755,7.37
2017,4096071.0,83345989632.0,10.63,127.716,8.07
2018,4165258.0,86035742720.0,10.64,130.186,8.93
2000,5123817.0,26804834304.0,52.97,124.693,52.96
2001,5211540.0,27445710848.0,44.87,110.886,44.86
2002,5286515.0,31674544128.0,47.74,115.543,47.73
2003,5353260.0,33147164672.0,51.27,122.493,51.25
2004,5416327.0,34604900352.0,51.41,121.594,51.41
2005,5476881.0,35459264512.0,50.65,119.134,50.65
2006,5534682.0,37279473664.0,53.25,124.737,53.25
2007,5590148.0,39426408448.0,53.19,125.27,53.19
2008,5645155.0,42073583616.0,54.91,129.202,54.91
2009,5702579.0,40532090880.0,54.41,128.046,54.41
2010,5768618.0,45988691968.0,53.52,129.489,53.52
2011,5843938.0,48142016512.0,57.05,136.431,57.05
2012,5923327.0,47541051392.0,59.63,140.02,59.63
2013,6005656.0,54217416704.0,59.91,141.219,59.87
2014,6090727.0,56773791744.0,54.87,133.658,54.83
2015,6177954.0,58522324992.0,55.34,137.098,55.3
2016,6266623.0,60921225216.0,63.3,154.904,63.3
2017,6355406.0,63939260416.0,59.23,148.943,59.23
2018,6443337.0,66292862976.0,58.75,149.095,58.75
1985,19746614.0,113560608768.0,12.111,102.577,9.551
1986,20208446.0,124887949312.0,12.948,110.484,10.214
1987,20671362.0,135510958080.0,14.006,120.635,11.014
1988,21143804.0,124322127872.0,13.552,117.192,10.559
1989,21624308.0,109139156992.0,13.727,107.955,10.652
1990,22109102.0,103571996672.0,13.808,107.017,10.605
1991,22583004.0,106163724288.0,14.482,106.149,11.625
1992,23047250.0,105849397248.0,13.122,103.355,9.822
1993,23513888.0,111713009664.0,14.808,112.954,11.908
1994,23983260.0,125787848704.0,15.866,122.811,12.866
2000,26654440.0,156021178368.0,19.54,147.359,16.07
2001,27014912.0,157376020480.0,20.42,146.076,17.48
2002,27334510.0,166416171008.0,21.59,149.577,17.93
2003,27623344.0,173800882176.0,22.49,147.672,18.44
2004,27893914.0,182906372096.0,23.85,157.396,17.49
2005,28147260.0,194913484800.0,25.34,163.73,18.05
2006,28381080.0,210148982784.0,26.73,165.593,19.63
2007,28600380.0,228649467904.0,29.14,180.285,19.46
2008,28806184.0,250224541696.0,32.02,194.644,19.14
2009,29009326.0,253539532800.0,31.67,198.44,19.7
2010,29229576.0,275677708288.0,34.28,225.286,20.13
2011,29477722.0,294253232128.0,37.5,248.556,21.85
2012,29749592.0,311750262784.0,38.41,256.725,21.69
2013,30038810.0,329891807232.0,41.65,262.581,22.85
2014,30353956.0,337782210560.0,43.47,268.829,23.06
2015,30711864.0,349008592896.0,46.25,281.669,24.86
2016,31132776.0,362594336768.0,49.85,298.938,25.95
2017,31605488.0,371568574464.0,52.46,303.59,30.84
2018,32203946.0,386316107776.0,54.68,318.425,33.28
1985,54812656.0,180907327488.0,22.766,135.059,11.495
1986,56109844.0,187086782464.0,20.974,137.173,11.59
1987,57415180.0,195165618176.0,22.642,148.379,10.143
1988,58755920.0,208280780800.0,24.539,163.637,11.487
1989,60127352.0,221233807360.0,25.573,177.005,12.187
1990,61558900.0,227937189888.0,26.327,187.578,11.958
1991,63039752.0,228447698944.0,25.649,184.648,10.903
1992,64543524.0,230919372800.0,25.87,198.081,10.14
1993,66083324.0,237660504064.0,26.579,217.31,10.697
1994,67650288.0,250039762944.0,30.459,226.373,12.182
1995,69250472.0,263686193152.0,33.554,258.544,12.367
1996,70944968.0,281310527488.0,36.707,277.018,13.564
1997,72718832.0,298146725888.0,39.797,302.359,13.306
1998,74491928.0,298757750784.0,41.578,301.31,13.98
1999,76249064.0,310266101760.0,41.432,305.169,18.434
2000,77958224.0,326462603264.0,43.67,307.553,19.37
2001,79626088.0,338531942400.0,45.2,300.727,17.49
2002,81285576.0,353568391168.0,46.52,302.168,17.22
2003,82942840.0,374041673728.0,50.67,311.742,17.63
2004,84607504.0,402137743360.0,53.64,319.122,18.81
2005,86261248.0,424650342400.0,54.19,320.316,18.25
2006,87901832.0,450316369920.0,54.51,305.166,20.39
2007,89561376.0,483816439808.0,57.08,316.621,18.79
2008,91252328.0,507831517184.0,58.3,327.375,20.56
2009,92946952.0,517597462528.0,59.37,331.225,20.13
2010,94636704.0,561436033024.0,64.72,340.842,17.78
2011,96337912.0,586460954624.0,69.13,347.647,19.8
2012,98032320.0,625662230528.0,72.88,359.618,20.72
2013,99700112.0,669825564672.0,75.24,385.417,19.88
2014,101325208.0,711518781440.0,77.25,405.579,19.8
2015,103031360.0,753489674240.0,82.41,444.484,20.95
2016,104875272.0,805057069056.0,90.82,485.48,22.01
2017,106738496.0,858818805760.0,94.39,532.613,23.2
2018,108568832.0,912443441152.0,99.77,547.257,23.34
1985,37179164.0,335851094016.0,137.714,1466.442,2.249
1986,37436804.0,346539491328.0,140.294,1507.76,1.917
1987,37654412.0,341893087232.0,145.833,1556.635,1.854
1988,37812084.0,349435199488.0,144.34,1526.905,1.887
1989,37939020.0,344009605120.0,145.464,1469.523,1.712
1990,38064252.0,310673178624.0,134.44,1210.33,1.49
1991,38167388.0,291725475840.0,132.72,1184.164,1.5
1992,38252284.0,302141014016.0,130.69,1132.397,1.62
1993,38319300.0,316590915584.0,131.78,1131.848,1.55
1994,38375464.0,336238444544.0,133.29,1083.18,1.78
1995,38401980.0,363194515456.0,137.05,1108.723,1.96
1996,38401408.0,388887511040.0,141.19,1163.95,2.06
1997,38396120.0,417946664960.0,140.94,1152.541,2.13
1998,38379992.0,441376079872.0,140.77,1104.199,2.53
1999,38354952.0,466287230976.0,139.99,1082.722,2.34
2000,38504432.0,492195512320.0,143.18,1017.525,2.33
2001,38662860.0,503090249728.0,143.72,1010.456,2.78
2002,38647476.0,518231130112.0,142.49,999.579,2.77
2003,38621536.0,541817896960.0,150.01,1034.207,2.25
2004,38596040.0,575083577344.0,152.26,1041.219,3.2
2005,38575912.0,600855150592.0,155.05,1064.345,3.85
2006,38547180.0,644043374592.0,160.45,1116.981,4.29
2007,38521868.0,695923507200.0,158.51,1113.815,5.43
2008,38522884.0,732389048320.0,154.64,1133.312,6.61
2009,38555288.0,758697754624.0,151.09,1093.617,8.69
2010,38597356.0,792188944384.0,157.0,1166.175,10.88
2011,38620848.0,839855964160.0,163.01,1172.93,13.13
2012,38625872.0,853353431040.0,161.63,1139.241,16.88
2013,38607352.0,865215250432.0,163.91,1141.949,17.06
2014,38581880.0,893604462592.0,158.38,1100.944,19.85
2015,38553148.0,927975669760.0,164.24,1112.315,22.69
2016,38532108.0,952936824832.0,166.09,1160.688,22.81
2017,38532816.0,999989641216.0,169.93,1205.901,24.13
2018,38521464.0,1053479337984.0,169.49,1219.635,21.62
1985,9996891.0,131038822400.0,18.9,150.634,11.241
1986,10011029.0,136464678912.0,20.355,159.435,9.12
1987,10020209.0,145169743872.0,20.135,163.162,9.767
1988,10023309.0,156041297920.0,22.489,181.041,12.886
1989,10020318.0,164059381760.0,25.808,195.472,6.482
1990,10007347.0,171225923584.0,28.33,198.464,9.83
1991,9986418.0,177700323328.0,29.72,205.953,9.84
1992,9978745.0,183979442176.0,29.61,208.122,5.49
1993,9992104.0,183426187264.0,30.99,214.169,9.43
1994,10018101.0,186890731520.0,31.33,221.917,11.63
1995,10051250.0,191953584128.0,33.15,243.207,9.38
1996,10087653.0,199451459584.0,34.41,250.79,15.78
1997,10130547.0,209094131712.0,34.14,254.402,14.23
1998,10179419.0,219968765952.0,38.91,277.512,14.15
1999,10233373.0,229420449792.0,42.91,283.827,8.62
2000,10300632.0,239037759488.0,43.38,293.322,12.87
2001,10371815.0,244636549120.0,46.17,297.665,15.74
2002,10430913.0,247482613760.0,45.65,295.414,9.73
2003,10473345.0,246137470976.0,46.52,303.365,17.7
2004,10501523.0,251574779904.0,44.82,297.524,12.31
2005,10523314.0,254497210368.0,46.18,296.958,8.25
2006,10543946.0,259465101312.0,48.57,294.788,15.72
2007,10565547.0,266976673792.0,46.89,297.068,16.21
2008,10580963.0,268554829824.0,45.48,286.748,14.64
2009,10591341.0,261579653120.0,49.48,289.227,18.29
2010,10588401.0,267592237056.0,53.69,305.088,28.35
2011,10564820.0,263734345728.0,51.88,291.036,24.11
2012,10522085.0,253104521216.0,45.57,265.779,19.37
2013,10464537.0,250243334144.0,50.53,291.794,29.47
2014,10408379.0,252484943872.0,51.96,297.681,31.57
2015,10365436.0,256506757120.0,51.26,291.228,24.36
2016,10332751.0,260122132480.0,59.13,311.496,32.3
2017,10307528.0,269243023360.0,57.7,301.878,22.58
2018,10289833.0,276343586816.0,58.41,307.598,29.41
2000,3827104.0,104392663040.0,21.81,129.385,0.15
2001,3832138.0,112725606400.0,22.3,140.831,0.13
2002,3830775.0,115553681408.0,23.16,144.582,0.11
2003,3825629.0,117412675584.0,23.93,150.493,0.1
2004,3817033.0,122888175616.0,24.14,155.443,0.14
2005,3805560.0,122355752960.0,24.96,150.565,0.14
2006,3791559.0,122502586368.0,23.83,136.735,0.14
