year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
1997,Netherlands,NLD,0.0,97.222,985.665,423.694,0.272,6.833,464.748,4.67,6.353,0.006,1.405,1978.162,1984.515,Europe
1998,Netherlands,NLD,0.0,99.167,987.822,418.389,0.332,10.808,470.267,5.077,7.311,0.01,1.892,1986.453,1993.764,Europe
1999,Netherlands,NLD,0.0,86.944,975.016,408.778,0.267,10.863,479.294,5.709,7.898,0.016,1.907,1960.895,1968.793,Europe
2000,Netherlands,NLD,0.0,90.278,986.377,409.917,0.421,11.121,486.182,6.427,9.322,0.023,2.451,1983.875,1993.197,Europe
2001,Netherlands,NLD,0.0,96.111,1024.024,418.194,0.345,11.199,509.719,7.527,10.334,0.038,2.424,2059.247,2069.581,Europe
2002,Netherlands,NLD,0.0,96.667,1022.69,413.972,0.32,10.961,512.051,9.279,12.41,0.05,2.761,2056.341,2068.751,Europe
2003,Netherlands,NLD,0.0,100.0,1029.642,416.833,0.209,11.182,512.808,8.132,12.253,0.089,3.822,2070.465,2082.718,Europe
2004,Netherlands,NLD,0.0,98.611,1061.81,426.778,0.276,10.569,536.421,10.614,16.365,0.095,5.38,2134.189,2150.554,Europe
2005,Netherlands,NLD,0.0,94.167,1078.145,414.556,0.252,10.984,569.423,16.844,23.113,0.098,5.919,2167.275,2190.388,Europe
2006,Netherlands,NLD,0.465,89.722,1054.878,398.083,0.299,9.473,567.073,16.58,25.225,0.1,7.779,2119.229,2144.454,Europe
2007,Netherlands,NLD,3.799,97.778,1069.354,388.056,0.303,11.397,583.52,12.853,26.774,0.101,9.719,2150.105,2176.879,Europe
2008,Netherlands,NLD,3.3,92.5,1051.265,403.889,0.281,11.241,554.876,16.226,31.882,0.109,11.966,2113.771,2145.653,Europe
2009,Netherlands,NLD,4.32,87.222,1030.883,413.583,0.272,11.385,530.078,19.508,37.023,0.124,12.8,2073.151,2110.174,Europe
2010,Netherlands,NLD,2.648,87.778,1123.363,467.583,0.289,10.572,568.002,22.531,36.716,0.165,11.083,2257.298,2294.014,Europe
2011,Netherlands,NLD,3.724,86.583,1063.291,409.278,0.157,10.961,567.43,22.612,40.84,0.277,14.07,2137.543,2178.383,Europe
2012,Netherlands,NLD,3.883,95.139,1043.879,392.833,0.286,10.3,555.907,22.995,41.52,0.696,13.66,2098.058,2139.578,Europe
2013,Netherlands,NLD,3.705,95.194,1015.559,391.139,0.312,7.56,529.226,19.006,39.766,1.406,15.336,2038.678,2078.444,Europe
2014,Netherlands,NLD,4.349,105.306,967.208,343.278,0.303,10.636,518.625,16.003,38.487,2.126,15.706,1945.053,1983.54,Europe
2015,Netherlands,NLD,3.721,128.667,980.515,337.722,0.25,10.538,514.126,15.765,43.053,2.985,20.332,1971.568,2014.621,Europe
2016,Netherlands,NLD,2.975,119.278,988.384,351.472,0.268,10.173,517.634,15.661,45.064,4.288,21.873,1986.941,2032.005,Europe
2017,Netherlands,NLD,3.848,106.972,989.999,362.778,0.162,8.689,520.249,14.687,52.69,5.866,28.127,1988.687,2041.377,Europe
2018,Netherlands,NLD,6.467,96.111,957.986,355.583,0.191,8.923,506.292,14.607,58.984,9.81,27.908,1924.895,1983.879,Europe
2019,Netherlands,NLD,8.081,74.667,940.44,371.444,0.196,9.89,494.328,18.561,71.272,14.233,30.202,1890.769,1962.041,Europe
2020,Netherlands,NLD,9.257,47.806,878.087,360.5,0.121,10.301,469.782,28.243,100.248,22.503,40.124,1766.476,1866.724,Europe
2021,Netherlands,NLD,9.304,65.028,884.191,348.917,0.231,9.612,470.247,34.741,121.469,30.08,47.113,1777.995,1899.464,Europe
2022,Netherlands,NLD,9.718,64.5,831.775,271.472,0.131,10.403,495.803,30.343,141.421,46.083,55.146,1673.953,1815.374,Europe
1965,New Zealand,NZL,0.0,19.131,0.0,0.0,29.625,0.0,32.636,3.825,33.45,0.0,0.0,51.767,85.217,Australia
1966,New Zealand,NZL,0.0,18.608,0.0,0.0,31.952,0.0,36.133,3.856,35.808,0.0,0.0,54.741,90.549,Australia
1967,New Zealand,NZL,0.0,16.991,0.0,0.0,33.18,0.0,37.952,3.218,36.398,0.0,0.0,54.943,91.341,Australia
1968,New Zealand,NZL,0.0,15.991,0.0,0.0,34.813,0.0,38.996,3.675,38.488,0.0,0.0,54.987,93.475,Australia
1969,New Zealand,NZL,0.0,16.398,0.0,0.0,34.408,0.0,40.505,3.765,38.174,0.0,0.0,56.903,95.077,Australia
1970,New Zealand,NZL,0.0,16.41,64.73,0.71,37.466,0.0,47.61,3.612,41.078,0.0,0.0,129.46,170.538,Australia
1971,New Zealand,NZL,0.0,14.596,64.675,0.902,42.563,0.0,49.176,3.564,46.127,0.0,0.0,129.349,175.476,Australia
1972,New Zealand,NZL,0.0,14.956,69.535,1.635,45.137,0.0,52.943,3.567,48.704,0.0,0.0,139.069,187.773,Australia
1973,New Zealand,NZL,0.0,16.945,74.808,1.901,44.641,0.0,55.963,3.527,48.168,0.0,0.0,149.617,197.785,Australia
1974,New Zealand,NZL,0.0,17.445,73.6,3.203,44.913,0.0,52.952,6.13,51.043,0.0,0.0,147.2,198.243,Australia
1975,New Zealand,NZL,0.0,16.417,71.12,3.475,49.274,0.0,51.229,6.219,55.493,0.0,0.0,142.241,197.734,Australia
1976,New Zealand,NZL,0.0,16.917,78.949,9.33,45.83,0.0,52.703,6.078,51.908,0.0,0.0,157.899,209.807,Australia
1977,New Zealand,NZL,0.0,16.111,84.177,15.341,43.527,0.0,52.726,5.86,49.387,0.0,0.0,168.355,217.742,Australia
1978,New Zealand,NZL,0.0,14.861,80.006,14.379,46.305,0.0,50.766,5.926,52.231,0.0,0.0,160.012,212.243,Australia
1979,New Zealand,NZL,0.0,13.25,73.918,9.528,54.537,0.0,51.14,5.576,60.113,0.0,0.0,147.836,207.949,Australia
1980,New Zealand,NZL,0.0,13.628,71.184,8.698,57.261,0.0,48.858,5.843,63.104,0.0,0.0,142.368,205.472,Australia
1981,New Zealand,NZL,0.0,13.578,70.731,10.678,58.193,0.0,46.475,5.762,63.955,0.0,0.0,141.462,205.417,Australia
1982,New Zealand,NZL,0.0,13.311,79.179,19.427,54.125,0.0,46.441,5.851,59.976,0.0,0.0,158.358,218.334,Australia
1983,New Zealand,NZL,0.0,14.749,80.327,21.092,58.405,0.0,44.486,5.903,64.308,0.0,0.0,160.654,224.962,Australia
1984,New Zealand,NZL,0.0,13.717,86.663,27.045,60.254,0.0,45.901,6.343,66.597,0.0,0.0,173.326,239.923,Australia
1985,New Zealand,NZL,0.0,12.666,90.157,34.489,58.276,0.0,43.002,5.982,64.258,0.0,0.0,180.314,244.572,Australia
1986,New Zealand,NZL,0.0,14.557,94.875,41.617,65.343,0.0,38.701,6.189,71.531,0.0,0.0,189.75,261.281,Australia
1987,New Zealand,NZL,0.0,12.15,97.222,40.255,64.842,0.0,44.817,6.174,71.017,0.0,0.0,194.444,265.461,Australia
1988,New Zealand,NZL,0.0,13.166,101.135,44.152,67.9,0.0,43.817,6.201,74.101,0.0,0.0,202.27,276.371,Australia
1989,New Zealand,NZL,0.0,14.334,104.945,45.383,66.706,0.0,45.228,7.593,74.299,0.0,0.0,209.89,284.189,Australia
1990,New Zealand,NZL,0.0,13.928,109.201,44.449,68.559,0.0,50.824,8.676,77.234,0.0,0.0,218.402,295.636,Australia
1991,New Zealand,NZL,0.0,13.281,113.329,48.346,67.699,0.0,51.703,9.16,76.858,0.0,0.0,226.659,303.517,Australia
1992,New Zealand,NZL,0.0,14.624,119.126,51.161,62.371,0.0,53.341,9.002,71.375,0.0,0.002,238.252,309.627,Australia
1993,New Zealand,NZL,0.0,14.406,117.341,49.901,69.468,0.0,53.034,9.434,78.905,0.0,0.003,234.682,313.587,Australia
1994,New Zealand,NZL,0.0,13.618,121.704,46.771,76.4,0.0,61.315,9.03,85.433,0.0,0.003,243.408,328.841,Australia
1995,New Zealand,NZL,0.0,13.655,124.589,44.63,81.42,0.0,66.303,8.894,90.317,0.0,0.003,249.177,339.494,Australia
1996,New Zealand,NZL,0.0,13.458,131.88,50.875,77.423,0.0,67.547,8.661,86.108,0.0,0.025,263.76,349.868,Australia
1997,New Zealand,NZL,0.0,14.528,140.278,54.805,68.774,0.0,70.944,8.929,77.744,0.0,0.04,280.555,358.299,Australia
1998,New Zealand,NZL,0.0,13.247,133.419,48.311,74.869,0.0,71.861,9.669,84.603,0.0,0.065,266.838,351.441,Australia
1999,New Zealand,NZL,0.0,13.571,141.677,55.234,67.773,0.0,72.872,10.368,78.256,0.0,0.115,283.354,361.61,Australia
2000,New Zealand,NZL,0.0,12.86,146.035,58.753,72.254,0.0,74.423,10.913,83.522,0.0,0.355,292.071,375.593,Australia
2001,New Zealand,NZL,0.0,15.927,153.164,61.993,63.695,0.0,75.244,10.216,74.319,0.0,0.408,306.328,380.647,Australia
2002,New Zealand,NZL,0.0,15.919,152.584,59.182,72.6,0.0,77.483,9.655,82.709,0.0,0.454,305.168,387.877,Australia
2003,New Zealand,NZL,0.0,22.974,149.795,44.624,68.509,0.0,82.197,9.342,78.276,0.0,0.425,299.59,377.866,Australia
2004,New Zealand,NZL,0.0,23.739,145.488,40.718,78.496,0.0,81.031,9.654,89.192,0.0,1.042,290.976,380.168,Australia
2005,New Zealand,NZL,0.0,26.427,149.443,37.576,66.796,0.0,85.439,10.76,79.316,0.0,1.759,298.885,378.201,Australia
2006,New Zealand,NZL,0.0,26.022,149.966,38.154,67.075,0.0,85.79,11.453,80.299,0.0,1.77,299.932,380.231,Australia
2007,New Zealand,NZL,0.013,19.721,148.064,42.152,66.846,0.0,86.191,11.903,81.401,0.01,2.629,296.128,377.529,Australia
2008,New Zealand,NZL,0.031,24.472,150.735,39.045,62.797,0.0,87.218,13.55,79.363,0.01,2.974,301.47,380.833,Australia
2009,New Zealand,NZL,0.032,18.819,142.361,40.139,67.632,0.0,83.403,15.346,87.143,0.01,4.123,284.722,371.865,Australia
2010,New Zealand,NZL,0.049,16.072,143.889,43.76,68.63,0.0,84.057,18.003,91.236,0.011,4.544,287.778,379.014,Australia
2011,New Zealand,NZL,0.059,16.27,142.582,40.215,69.272,0.0,86.097,18.77,93.512,0.011,5.399,285.164,378.676,Australia
2012,New Zealand,NZL,0.073,20.272,149.928,44.647,62.781,0.0,85.009,19.349,87.917,0.013,5.701,299.856,387.773,Australia
2013,New Zealand,NZL,0.026,17.878,150.965,47.065,62.764,0.0,86.023,20.275,88.594,0.018,5.51,301.931,390.525,Australia
2014,New Zealand,NZL,0.031,16.51,156.516,52.29,65.88,0.0,87.716,22.209,94.16,0.051,5.99,313.032,407.192,Australia
2015,New Zealand,NZL,0.031,16.673,156.009,48.019,66.058,0.0,91.317,23.641,96.195,0.099,6.367,312.018,408.213,Australia
2016,New Zealand,NZL,0.034,13.796,155.574,47.974,69.429,0.0,93.804,23.48,99.362,0.152,6.266,311.148,410.51,Australia
2017,New Zealand,NZL,0.026,14.536,163.61,49.921,67.0,0.0,99.153,23.43,96.226,0.205,5.565,327.22,423.446,Australia
2018,New Zealand,NZL,0.034,15.673,160.17,45.023,69.462,0.0,99.475,23.09,98.324,0.266,5.471,320.341,418.665,Australia
2019,New Zealand,NZL,0.047,17.082,167.072,48.044,67.477,0.0,101.946,23.235,97.043,0.337,5.946,334.144,431.187,Australia
2020,New Zealand,NZL,0.085,16.407,146.289,45.726,63.731,0.0,84.155,23.237,93.53,0.422,6.054,292.577,386.107,Australia
2021,New Zealand,NZL,0.067,18.389,140.971,38.743,63.414,0.0,83.839,23.576,94.516,0.543,6.915,281.942,376.458,Australia
2022,New Zealand,NZL,0.063,12.718,132.661,36.216,68.473,0.0,83.726,23.63,100.362,0.726,7.471,265.321,365.683,Australia
1990,North Macedonia,MKD,0.0,15.467,0.0,0.0,1.452,0.0,12.741,0.0,1.452,0.0,0.0,28.208,29.66,Europe
1991,North Macedonia,MKD,0.0,15.534,0.0,0.0,2.508,0.0,11.406,0.0,2.508,0.0,0.0,26.94,29.448,Europe
1992,North Macedonia,MKD,0.0,15.442,0.0,0.0,2.508,0.0,12.287,0.0,2.508,0.0,0.0,27.729,30.237,Europe
1993,North Macedonia,MKD,0.0,15.519,0.0,0.0,1.544,0.0,13.217,0.0,1.544,0.0,0.0,28.736,30.28,Europe
1994,North Macedonia,MKD,0.0,16.121,0.0,0.0,2.055,0.0,10.266,0.0,2.055,0.0,0.0,26.387,28.442,Europe
1995,North Macedonia,MKD,0.0,16.627,0.0,0.0,2.369,0.0,9.655,0.0,2.369,0.0,0.0,26.282,28.651,Europe
1996,North Macedonia,MKD,0.0,16.088,0.0,0.0,2.513,0.0,14.679,0.0,2.513,0.0,0.0,30.767,33.28,Europe
1997,North Macedonia,MKD,0.0,15.047,27.352,0.0,2.661,0.0,12.305,0.0,2.661,0.0,0.0,54.704,57.365,Europe
1998,North Macedonia,MKD,0.0,19.455,30.722,0.191,3.202,0.0,11.075,0.0,3.202,0.0,0.0,61.443,64.645,Europe
1999,North Macedonia,MKD,0.0,16.967,28.397,0.354,4.107,0.0,11.076,0.0,4.107,0.0,0.0,56.794,60.901,Europe
2000,North Macedonia,MKD,0.0,15.545,27.388,0.574,3.46,0.0,11.269,0.0,3.46,0.0,0.0,54.776,58.236,Europe
2001,North Macedonia,MKD,0.0,17.188,27.186,0.766,1.839,0.0,9.232,0.0,1.839,0.0,0.0,54.372,56.211,Europe
2002,North Macedonia,MKD,0.0,14.943,26.152,0.785,2.21,0.0,10.424,0.0,2.21,0.0,0.0,52.304,54.514,Europe
2003,North Macedonia,MKD,0.0,17.205,27.991,0.699,3.985,0.0,10.086,0.0,3.985,0.0,0.0,55.981,59.966,Europe
2004,North Macedonia,MKD,0.0,16.35,27.306,0.68,4.271,0.0,10.276,0.0,4.271,0.0,0.0,54.612,58.883,Europe
2005,North Macedonia,MKD,0.0,16.966,28.386,0.727,4.272,0.0,10.693,0.0,4.272,0.0,0.0,56.772,61.044,Europe
2006,North Macedonia,MKD,0.0,16.487,28.506,0.779,4.695,0.0,11.241,0.0,4.695,0.0,0.0,57.013,61.708,Europe
2007,North Macedonia,MKD,0.0,16.918,30.119,0.993,2.856,0.0,12.208,0.0,2.856,0.0,0.0,60.238,63.094,Europe
2008,North Macedonia,MKD,0.015,17.338,29.557,1.13,2.36,0.0,11.089,0.0,2.375,0.0,0.0,59.114,61.489,Europe
2009,North Macedonia,MKD,0.022,15.55,27.881,0.748,3.547,0.0,11.583,0.0,3.569,0.0,0.0,55.762,59.331,Europe
2010,North Macedonia,MKD,0.005,15.057,27.395,1.109,6.747,0.0,11.229,0.0,6.753,0.0,0.0,54.79,61.543,Europe
2011,North Macedonia,MKD,0.003,17.197,30.105,1.283,3.953,0.0,11.626,0.0,3.96,0.003,0.0,60.211,64.171,Europe
2012,North Macedonia,MKD,0.003,16.187,28.762,1.331,2.854,0.0,11.245,0.0,2.865,0.008,0.0,57.525,60.39,Europe
2013,North Macedonia,MKD,0.01,13.54,25.871,1.507,4.317,0.0,10.825,0.0,4.352,0.025,0.0,51.743,56.095,Europe
2014,North Macedonia,MKD,0.004,12.529,24.461,1.292,3.269,0.0,10.64,0.0,3.503,0.039,0.191,48.922,52.425,Europe
2015,North Macedonia,MKD,0.004,11.297,24.006,1.302,5.023,0.0,11.407,0.065,5.477,0.061,0.325,48.012,53.489,Europe
2016,North Macedonia,MKD,0.001,10.188,25.038,2.047,5.079,0.0,12.803,0.115,5.552,0.063,0.293,50.076,55.628,Europe
2017,North Macedonia,MKD,0.001,11.136,25.954,2.633,2.955,0.0,12.185,0.165,3.478,0.063,0.294,51.908,55.386,Europe
2018,North Macedonia,MKD,0.001,10.049,24.17,2.428,4.739,0.0,11.693,0.173,5.231,0.06,0.258,48.34,53.571,Europe
2019,North Macedonia,MKD,0.001,11.909,27.482,2.839,3.067,0.0,12.734,0.176,3.574,0.061,0.268,54.964,58.538,Europe
2020,North Macedonia,MKD,0.001,8.175,23.164,3.249,3.354,0.0,11.74,0.183,3.907,0.062,0.307,46.328,50.235,Europe
2021,North Macedonia,MKD,0.001,7.094,23.979,4.114,3.798,0.0,12.771,0.172,4.308,0.066,0.27,47.958,52.266,Europe
2022,North Macedonia,MKD,0.001,8.318,25.058,2.655,3.507,0.0,14.085,0.116,3.991,0.086,0.281,50.116,54.107,Europe
1965,Norway,NOR,0.0,8.877,0.0,0.0,146.229,0.0,60.317,0.0,146.229,0.0,0.0,69.194,215.423,Europe
1966,Norway,NOR,0.0,8.174,0.0,0.0,144.135,0.0,68.085,0.0,144.135,0.0,0.0,76.259,220.394,Europe
1967,Norway,NOR,0.0,8.581,0.0,0.0,157.61,0.0,70.49,0.0,157.61,0.0,0.0,79.071,236.681,Europe
1968,Norway,NOR,0.0,8.735,0.0,0.0,178.026,0.0,78.406,0.0,178.026,0.0,0.0,87.141,265.167,Europe
1969,Norway,NOR,0.0,9.731,0.0,0.0,169.645,0.0,86.19,0.0,169.645,0.0,0.0,95.921,265.566,Europe
1970,Norway,NOR,0.0,9.94,0.0,0.0,170.938,0.0,97.024,0.0,170.938,0.0,0.0,106.964,277.902,Europe
1971,Norway,NOR,0.0,9.348,0.0,0.0,187.015,0.0,96.001,0.0,187.015,0.0,0.0,105.349,292.364,Europe
1972,Norway,NOR,0.0,10.15,0.0,0.0,199.351,0.0,100.552,0.0,199.351,0.0,0.0,110.702,310.053,Europe
1973,Norway,NOR,0.0,10.911,0.0,0.0,215.467,0.0,102.167,0.0,215.467,0.0,0.0,113.078,328.545,Europe
1974,Norway,NOR,0.0,12.097,0.0,0.0,226.497,0.0,92.958,0.0,226.497,0.0,0.0,105.055,331.552,Europe
1975,Norway,NOR,0.0,11.502,0.0,0.0,228.664,0.0,96.233,0.0,228.664,0.0,0.0,107.735,336.399,Europe
1976,Norway,NOR,0.0,11.098,0.0,0.0,242.275,0.0,106.441,0.0,242.275,0.0,0.0,117.539,359.814,Europe
1977,Norway,NOR,0.0,9.555,118.404,3.989,212.968,0.0,104.859,0.0,212.968,0.0,0.0,236.807,449.775,Europe
1978,Norway,NOR,0.0,9.848,133.203,6.699,238.647,0.0,116.656,0.0,238.647,0.0,0.0,266.406,505.053,Europe
1979,Norway,NOR,0.0,12.264,135.93,7.653,262.279,0.0,116.014,0.0,262.279,0.0,0.0,271.861,534.14,Europe
1980,Norway,NOR,0.0,11.352,131.659,8.222,247.243,0.0,112.084,0.0,247.243,0.0,0.0,263.317,510.56,Europe
1981,Norway,NOR,0.0,11.372,125.662,10.106,274.509,0.0,104.184,0.0,274.509,0.0,0.0,251.324,525.833,Europe
1982,Norway,NOR,0.0,10.938,121.959,10.909,273.519,0.0,100.112,0.0,273.519,0.0,0.0,243.918,517.437,Europe
1983,Norway,NOR,0.0,11.652,122.246,12.281,312.518,0.0,98.312,0.0,312.518,0.0,0.0,244.491,557.009,Europe
1984,Norway,NOR,0.0,13.066,127.063,11.816,313.154,0.0,102.18,0.0,313.154,0.0,0.0,254.125,567.279,Europe
1985,Norway,NOR,0.0,13.013,132.684,12.456,302.745,0.0,107.215,0.016,302.761,0.0,0.0,265.368,568.129,Europe
1986,Norway,NOR,0.0,11.597,140.295,13.723,284.465,0.0,114.974,0.083,284.548,0.0,0.0,280.589,565.137,Europe
1987,Norway,NOR,0.0,11.204,140.906,15.107,305.377,0.0,114.595,0.067,305.444,0.0,0.0,281.812,587.256,Europe
1988,Norway,NOR,0.0,11.502,138.122,19.027,321.889,0.0,107.593,0.086,321.975,0.0,0.0,276.244,598.219,Europe
1989,Norway,NOR,0.0,10.077,139.988,21.074,350.108,0.0,108.837,0.093,350.2,0.0,0.0,279.976,630.176,Europe
1990,Norway,NOR,0.0,9.438,136.493,22.318,358.224,0.0,104.738,0.68,358.904,0.0,0.0,272.987,631.891,Europe
1991,Norway,NOR,0.0,8.399,130.459,25.144,325.665,0.0,96.916,0.667,326.332,0.0,0.0,260.918,587.25,Europe
1992,Norway,NOR,0.0,8.438,135.345,27.063,344.995,0.0,99.843,0.725,345.72,0.0,0.0,270.689,616.409,Europe
1993,Norway,NOR,0.0,9.125,143.084,28.47,352.571,0.0,105.489,0.776,353.367,0.0,0.021,286.168,639.535,Europe
1994,Norway,NOR,0.0,10.288,148.486,30.564,330.127,0.0,107.634,0.862,331.016,0.0,0.027,296.972,627.988,Europe
1995,Norway,NOR,0.0,11.233,148.505,30.854,359.363,0.0,106.418,0.923,360.315,0.0,0.03,297.01,657.325,Europe
1996,Norway,NOR,0.0,11.17,158.624,33.494,307.119,0.0,113.96,0.967,308.113,0.0,0.027,317.248,625.361,Europe
1997,Norway,NOR,0.0,11.085,165.279,38.681,324.603,0.0,115.513,0.769,325.405,0.0,0.033,330.558,655.963,Europe
1998,Norway,NOR,0.0,12.029,167.271,39.507,342.133,0.0,115.735,0.862,343.027,0.0,0.033,334.542,677.569,Europe
1999,Norway,NOR,0.0,11.272,163.752,37.739,359.132,0.0,114.741,0.871,360.078,0.0,0.074,327.504,687.582,Europe
2000,Norway,NOR,0.0,11.545,160.233,42.368,419.354,0.0,106.32,0.817,420.279,0.016,0.092,320.466,740.745,Europe
2001,Norway,NOR,0.0,10.288,170.193,39.263,353.895,0.0,120.641,0.814,354.804,0.016,0.079,340.385,695.189,Europe
2002,Norway,NOR,0.0,8.922,167.617,41.903,377.615,0.0,116.792,0.798,378.648,0.015,0.219,335.234,713.882,Europe
2003,Norway,NOR,0.0,8.712,174.418,45.148,305.905,0.0,120.559,1.053,307.609,0.018,0.632,348.837,656.446,Europe
2004,Norway,NOR,0.0,9.836,175.57,47.741,313.469,0.0,117.993,1.146,315.359,0.018,0.726,351.14,666.499,Europe
2005,Norway,NOR,0.0,8.399,169.713,43.699,388.531,0.0,117.615,1.063,391.04,0.018,1.429,339.426,730.466,Europe
2006,Norway,NOR,0.021,7.205,170.812,43.316,339.653,0.0,120.29,1.239,342.742,0.02,1.81,341.623,684.365,Europe
2007,Norway,NOR,0.32,7.923,169.249,41.761,377.928,0.0,119.564,1.232,382.023,0.02,2.522,338.497,720.52,Europe
2008,Norway,NOR,0.913,8.165,169.035,42.995,390.722,0.0,117.874,1.267,395.488,0.021,2.566,338.069,733.557,Europe
2009,Norway,NOR,1.086,6.5,166.814,41.293,349.879,0.0,119.021,0.725,354.44,0.022,2.728,333.628,688.068,Europe
2010,Norway,NOR,1.347,8.861,171.438,40.972,324.018,0.0,121.605,1.114,328.942,0.022,2.44,342.876,671.818,Europe
2011,Norway,NOR,1.391,9.833,169.643,40.324,331.808,0.0,119.486,1.082,337.844,0.023,3.539,339.286,677.13,Europe
2012,Norway,NOR,1.606,9.528,166.534,40.152,388.598,0.0,116.854,1.041,395.514,0.024,4.245,333.068,728.582,Europe
2013,Norway,NOR,1.517,9.028,169.762,39.829,349.23,0.0,120.905,1.264,357.164,0.027,5.127,339.524,696.688,Europe
2014,Norway,NOR,1.444,9.889,167.458,42.674,366.991,0.0,114.895,0.808,375.28,0.031,6.006,334.916,710.196,Europe
2015,Norway,NOR,1.562,8.863,169.07,45.36,369.75,0.0,114.848,0.808,378.929,0.036,6.773,338.141,717.07,Europe
2016,Norway,NOR,3.423,9.1,163.905,43.783,382.3,0.0,111.021,0.744,392.195,0.064,5.665,327.809,720.004,Europe
2017,Norway,NOR,5.555,9.513,165.923,45.948,378.877,0.0,110.461,0.827,392.961,0.106,7.595,331.845,724.806,Europe
2018,Norway,NOR,4.149,9.291,167.236,44.357,367.68,0.0,113.588,0.652,382.899,0.161,10.257,334.472,717.371,Europe
2019,Norway,NOR,5.224,9.075,164.403,45.747,330.26,0.0,109.581,0.808,351.132,0.277,14.564,328.806,679.938,Europe
2020,Norway,NOR,4.442,8.977,157.206,44.114,370.107,0.0,104.115,0.766,401.699,0.357,26.029,314.412,716.111,Europe
2021,Norway,NOR,4.517,9.79,157.654,42.163,374.953,0.0,105.701,0.715,411.436,0.457,30.793,315.308,726.744,Europe
2022,Norway,NOR,4.374,9.335,149.441,39.873,332.697,0.0,100.233,0.863,377.287,0.712,38.642,298.882,676.169,Europe
1965,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.097,0.097,Asia
1966,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.122,0.122,Asia
1967,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.541,0.541,Asia
1968,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.652,0.0,0.0,0.0,0.0,0.652,0.652,Asia
1969,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.0,0.0,0.0,0.0,0.929,0.929,Asia
1970,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,0.936,0.0,0.0,0.0,0.0,0.936,0.936,Asia
1971,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,15.472,0.0,0.0,0.0,0.0,15.472,15.472,Asia
1972,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,17.677,0.0,0.0,0.0,0.0,17.677,17.677,Asia
1973,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,15.376,0.0,0.0,0.0,0.0,15.376,15.376,Asia
1974,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,14.128,0.0,0.0,0.0,0.0,14.128,14.128,Asia
1975,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,12.905,0.0,0.0,0.0,0.0,12.905,12.905,Asia
1976,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,14.856,0.0,0.0,0.0,0.0,14.856,14.856,Asia
1977,Oman,OMN,0.0,0.0,0.0,0.0,0.0,0.0,14.312,0.0,0.0,0.0,0.0,14.312,14.312,Asia
1978,Oman,OMN,0.0,0.0,0.0,3.025,0.0,0.0,13.617,0.0,0.0,0.0,0.0,16.642,16.642,Asia
1979,Oman,OMN,0.0,0.0,0.0,5.089,0.0,0.0,14.084,0.0,0.0,0.0,0.0,19.173,19.173,Asia
1980,Oman,OMN,0.0,0.0,0.0,6.461,0.0,0.0,10.598,0.0,0.0,0.0,0.0,17.059,17.059,Asia
1981,Oman,OMN,0.0,0.0,0.0,7.615,0.0,0.0,10.413,0.0,0.0,0.0,0.0,18.028,18.028,Asia
1982,Oman,OMN,0.0,0.0,0.0,8.332,0.0,0.0,11.133,0.0,0.0,0.0,0.0,19.465,19.465,Asia
1983,Oman,OMN,0.0,0.0,0.0,10.349,0.0,0.0,12.078,0.0,0.0,0.0,0.0,22.427,22.427,Asia
1984,Oman,OMN,0.0,0.0,0.0,13.007,0.0,0.0,14.802,0.0,0.0,0.0,0.0,27.809,27.809,Asia
1985,Oman,OMN,0.0,0.0,0.0,16.56,0.0,0.0,16.33,0.0,0.0,0.0,0.0,32.89,32.89,Asia
1986,Oman,OMN,0.0,0.0,0.0,19.359,0.0,0.0,16.101,0.0,0.0,0.0,0.0,35.46,35.46,Asia
1987,Oman,OMN,0.0,0.0,0.0,21.687,0.0,0.0,15.272,0.0,0.0,0.0,0.0,36.959,36.959,Asia
1988,Oman,OMN,0.0,0.0,0.0,21.824,0.0,0.0,16.145,0.0,0.0,0.0,0.0,37.969,37.969,Asia
1989,Oman,OMN,0.0,0.0,0.0,22.648,0.0,0.0,17.088,0.0,0.0,0.0,0.0,39.736,39.736,Asia
1990,Oman,OMN,0.0,0.0,0.0,24.477,0.0,0.0,22.101,0.0,0.0,0.0,0.0,46.578,46.578,Asia
1991,Oman,OMN,0.0,0.0,0.0,24.816,0.0,0.0,35.978,0.0,0.0,0.0,0.0,60.794,60.794,Asia
