year,country,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,non_renewables_consumption,total_consumption,continents
1992,Taiwan,TWN,0.0,159.023,540.504,30.593,19.386,96.034,350.888,0.834,20.22,0.0,0.0,1177.042,1197.262,Asia
1993,Taiwan,TWN,0.0,178.814,584.356,32.017,12.15,97.48,373.524,0.742,12.892,0.0,0.0,1266.191,1279.083,Asia
1994,Taiwan,TWN,0.0,186.096,622.532,38.885,14.967,98.946,397.552,0.82,15.787,0.0,0.0,1344.011,1359.798,Asia
1995,Taiwan,TWN,0.0,191.852,667.866,43.456,14.31,100.209,432.558,1.225,15.535,0.0,0.0,1435.941,1451.476,Asia
1996,Taiwan,TWN,0.0,216.378,693.367,44.343,14.025,107.223,432.647,1.5,15.525,0.0,0.0,1493.958,1509.483,Asia
1997,Taiwan,TWN,0.0,247.483,743.957,52.025,15.511,102.915,444.449,1.678,17.189,0.0,0.0,1590.829,1608.018,Asia
1998,Taiwan,TWN,0.0,268.503,791.162,61.644,18.339,104.608,461.014,1.938,20.277,0.0,0.0,1686.931,1707.208,Asia
1999,Taiwan,TWN,0.0,277.296,833.141,62.735,14.936,107.845,493.11,2.422,17.358,0.0,0.0,1774.127,1791.485,Asia
2000,Taiwan,TWN,0.0,326.856,893.221,67.674,13.484,109.252,498.691,3.343,16.832,0.0,0.004,1895.694,1912.526,Asia
2001,Taiwan,TWN,0.0,342.998,931.724,72.894,14.954,100.039,515.832,4.215,19.206,0.001,0.036,1963.487,1982.693,Asia
2002,Taiwan,TWN,0.0,371.886,972.729,81.528,8.111,110.784,519.315,5.105,13.264,0.001,0.046,2056.242,2069.506,Asia
2003,Taiwan,TWN,0.0,396.448,1023.286,84.148,8.8,108.233,542.69,5.659,14.529,0.001,0.069,2154.805,2169.334,Asia
2004,Taiwan,TWN,0.0,412.379,1070.123,102.364,9.25,109.199,555.379,5.902,15.226,0.002,0.073,2249.444,2264.67,Asia
2005,Taiwan,TWN,0.006,419.943,1082.577,103.201,11.658,109.832,559.433,5.907,17.835,0.003,0.261,2274.986,2292.821,Asia
2006,Taiwan,TWN,0.017,440.811,1114.998,110.698,11.633,108.864,563.489,5.904,18.344,0.004,0.786,2338.86,2357.204,Asia
2007,Taiwan,TWN,0.936,461.682,1163.648,117.449,12.491,109.998,584.516,6.014,20.69,0.006,1.243,2437.293,2457.983,Asia
2008,Taiwan,TWN,0.187,442.005,1121.769,127.66,12.098,110.09,552.105,5.8,19.75,0.013,1.653,2353.629,2373.379,Asia
2009,Taiwan,TWN,0.307,421.605,1088.406,124.668,10.468,111.405,542.133,5.578,18.576,0.025,2.197,2288.217,2306.793,Asia
2010,Taiwan,TWN,0.402,452.321,1174.595,154.798,11.641,110.875,567.477,5.854,20.805,0.06,2.849,2460.066,2480.871,Asia
2011,Taiwan,TWN,0.521,468.857,1166.811,170.399,11.034,111.491,527.555,5.856,21.699,0.17,4.118,2445.113,2466.812,Asia
2012,Taiwan,TWN,0.759,458.43,1155.31,178.852,15.546,106.356,518.027,5.843,26.461,0.438,3.876,2416.975,2443.436,Asia
2013,Taiwan,TWN,0.881,467.624,1179.95,179.379,14.78,108.899,532.947,5.9,26.906,0.875,4.47,2468.799,2495.705,Asia
2014,Taiwan,TWN,0.316,472.625,1211.176,188.682,11.698,110.196,549.87,6.105,23.616,1.432,4.065,2532.549,2556.165,Asia
2015,Taiwan,TWN,0.002,458.451,1224.867,201.804,12.038,94.247,564.612,6.187,24.625,2.29,4.107,2543.981,2568.606,Asia
2016,Taiwan,TWN,0.002,464.034,1240.874,209.654,17.567,81.334,567.186,6.077,30.515,2.969,3.901,2563.082,2593.597,Asia
2017,Taiwan,TWN,0.041,471.061,1263.966,232.451,14.496,57.321,560.454,5.932,29.49,4.438,4.584,2585.253,2614.743,Asia
2018,Taiwan,TWN,0.001,473.563,1269.037,236.621,11.857,70.271,558.852,6.284,29.835,7.175,4.517,2608.344,2638.179,Asia
2019,Taiwan,TWN,0.001,464.158,1226.262,232.598,14.616,81.761,529.505,6.345,36.536,10.586,4.988,2534.284,2570.82,Asia
2020,Taiwan,TWN,0.001,433.835,1191.348,248.845,7.929,79.235,508.669,6.356,36.304,15.954,6.064,2461.932,2498.236,Asia
2021,Taiwan,TWN,0.0,465.734,1271.736,272.905,9.077,69.774,533.098,6.401,42.11,20.852,5.779,2613.247,2655.357,Asia
2022,Taiwan,TWN,0.0,439.276,1210.592,280.664,15.217,59.43,490.653,6.321,58.607,27.832,9.237,2480.615,2539.222,Asia
1965,Thailand,THA,0.0,0.523,0.0,0.0,2.487,0.0,27.696,0.0,2.487,0.0,0.0,28.219,30.706,Asia
1966,Thailand,THA,0.0,0.756,0.0,0.0,3.146,0.0,32.691,0.0,3.146,0.0,0.0,33.447,36.593,Asia
1967,Thailand,THA,0.0,1.349,0.0,0.0,4.045,0.0,36.284,0.0,4.045,0.0,0.0,37.633,41.678,Asia
1968,Thailand,THA,0.0,1.489,0.0,0.0,4.155,0.0,47.828,0.0,4.155,0.0,0.0,49.317,53.472,Asia
1969,Thailand,THA,0.0,1.582,0.0,0.0,3.093,0.0,51.8,0.0,3.093,0.0,0.0,53.382,56.475,Asia
1970,Thailand,THA,0.0,1.686,0.0,0.0,5.284,0.0,60.303,0.0,5.284,0.0,0.0,61.989,67.273,Asia
1971,Thailand,THA,0.0,1.329,0.0,0.0,6.056,0.0,67.132,0.0,6.056,0.0,0.0,68.461,74.517,Asia
1972,Thailand,THA,0.0,1.044,0.0,0.0,5.11,0.0,84.273,0.0,5.11,0.0,0.0,85.317,90.427,Asia
1973,Thailand,THA,0.0,1.118,0.0,0.0,5.559,0.0,89.21,0.0,5.559,0.0,0.0,90.328,95.887,Asia
1974,Thailand,THA,0.0,1.677,0.0,0.0,7.268,0.0,90.82,0.0,7.268,0.0,0.0,92.497,99.765,Asia
1975,Thailand,THA,0.0,1.603,0.0,0.0,10.051,0.0,98.464,0.0,10.051,0.0,0.0,100.067,110.118,Asia
1976,Thailand,THA,0.0,1.859,0.0,0.0,10.755,0.0,103.671,0.0,10.755,0.0,0.0,105.53,116.285,Asia
1977,Thailand,THA,0.0,1.788,0.0,0.0,9.655,0.0,116.48,0.0,9.655,0.0,0.0,118.268,127.923,Asia
1978,Thailand,THA,0.0,2.303,0.0,0.0,6.239,0.0,127.901,0.0,6.239,0.0,0.0,130.204,136.443,Asia
1979,Thailand,THA,0.0,4.842,0.0,0.0,9.649,0.0,130.517,0.0,9.649,0.0,0.0,135.359,145.008,Asia
1980,Thailand,THA,0.0,5.235,0.0,0.0,3.764,0.0,136.362,0.0,3.764,0.0,0.0,141.597,145.361,Asia
1981,Thailand,THA,0.0,5.824,137.404,2.756,8.794,0.0,128.824,0.0,8.794,0.0,0.0,274.808,283.602,Asia
1982,Thailand,THA,0.0,7.592,138.479,14.049,11.343,0.0,116.839,0.0,11.343,0.0,0.0,276.959,288.302,Asia
1983,Thailand,THA,0.0,7.289,153.426,16.538,10.823,0.0,129.599,0.0,10.823,0.0,0.0,306.852,317.675,Asia
1984,Thailand,THA,0.0,9.178,170.049,24.69,12.067,0.0,136.18,0.0,12.067,0.0,0.0,340.097,352.164,Asia
1985,Thailand,THA,0.0,18.435,179.378,32.459,10.914,0.0,128.483,0.0,10.914,0.0,0.0,358.755,369.669,Asia
1986,Thailand,THA,0.0,18.087,186.209,34.873,16.357,0.0,133.249,0.0,16.357,0.0,0.0,372.418,388.775,Asia
1987,Thailand,THA,0.0,26.114,219.215,48.351,11.994,0.0,144.75,0.016,12.01,0.0,0.0,438.43,450.44,Asia
1988,Thailand,THA,0.0,26.906,249.127,57.064,10.995,0.0,165.157,0.096,11.091,0.0,0.0,498.254,509.345,Asia
1989,Thailand,THA,0.0,32.771,284.782,55.946,16.3,0.0,196.064,0.069,16.368,0.0,0.0,569.563,585.931,Asia
1990,Thailand,THA,0.0,45.351,339.499,60.653,14.49,0.0,233.495,0.079,14.569,0.0,0.0,678.998,693.567,Asia
1991,Thailand,THA,0.0,53.114,377.222,75.094,13.322,0.0,249.014,0.094,13.417,0.0,0.0,754.444,767.861,Asia
1992,Thailand,THA,0.0,56.847,415.055,81.413,12.298,0.0,276.795,0.066,12.364,0.0,0.0,830.11,842.474,Asia
1993,Thailand,THA,0.0,63.319,474.22,92.209,10.682,0.0,318.691,0.094,10.776,0.0,0.0,948.439,959.215,Asia
1994,Thailand,THA,0.0,73.217,531.937,102.05,13.021,0.0,356.67,0.162,13.183,0.0,0.0,1063.874,1077.057,Asia
1995,Thailand,THA,0.0,83.523,595.412,105.687,19.495,0.0,406.201,0.455,19.951,0.0,0.0,1190.823,1210.774,Asia
1996,Thailand,THA,0.0,101.623,674.207,123.139,21.335,0.0,449.445,0.661,21.995,0.0,0.0,1348.414,1370.409,Asia
1997,Thailand,THA,0.0,104.804,711.091,154.466,20.941,0.0,451.821,0.873,21.814,0.0,0.0,1422.182,1443.996,Asia
1998,Thailand,THA,0.0,84.085,659.187,164.949,15.048,0.0,410.153,0.988,16.035,0.0,0.0,1318.374,1334.409,Asia
1999,Thailand,THA,0.0,89.396,704.06,183.241,10.082,0.0,431.422,1.428,11.51,0.0,0.0,1408.119,1419.629,Asia
2000,Thailand,THA,0.0,91.696,722.848,211.954,17.421,0.0,419.198,1.681,19.102,0.0,0.0,1445.696,1464.798,Asia
2001,Thailand,THA,0.0,102.078,762.356,245.605,18.139,0.0,414.673,1.982,20.121,0.0,0.0,1524.712,1544.833,Asia
2002,Thailand,THA,0.0,108.942,824.352,266.892,21.503,0.0,448.517,2.401,23.904,0.0,0.0,1648.703,1672.607,Asia
2003,Thailand,THA,0.0,111.272,887.269,284.222,20.903,0.0,491.775,3.931,24.834,0.0,0.0,1774.538,1799.372,Asia
2004,Thailand,THA,0.037,124.673,967.324,297.55,16.991,0.0,545.101,5.879,22.908,0.0,0.0,1934.648,1957.556,Asia
2005,Thailand,THA,1.08,134.762,998.385,320.592,16.239,0.0,543.031,5.925,23.244,0.0,0.0,1996.77,2020.014,Asia
2006,Thailand,THA,1.997,143.818,1012.398,330.112,22.621,0.0,538.467,6.345,31.067,0.104,0.0,2024.795,2055.862,Asia
2007,Thailand,THA,1.649,161.628,1047.255,351.72,22.512,0.0,533.906,7.717,31.988,0.11,0.001,2094.509,2126.497,Asia
2008,Thailand,THA,6.106,174.309,1046.523,369.417,19.532,0.0,502.797,6.826,32.574,0.109,0.001,2093.046,2125.62,Asia
2009,Thailand,THA,8.219,174.895,1073.37,381.244,19.453,0.0,517.231,7.185,34.983,0.124,0.003,2146.74,2181.723,Asia
2010,Thailand,THA,8.55,179.485,1146.745,432.056,14.84,0.0,535.205,10.738,34.3,0.162,0.011,2293.491,2327.791,Asia
2011,Thailand,THA,8.48,182.519,1169.037,443.181,21.89,0.0,543.338,12.695,43.339,0.261,0.014,2338.075,2381.414,Asia
2012,Thailand,THA,11.108,191.562,1250.734,486.335,23.118,0.0,572.838,14.989,50.629,1.367,0.047,2501.469,2552.098,Asia
2013,Thailand,THA,15.005,188.535,1256.617,488.643,14.75,0.0,579.439,17.956,52.096,3.427,0.957,2513.234,2565.33,Asia
2014,Thailand,THA,17.556,207.87,1291.693,499.447,13.989,0.0,584.375,21.438,59.294,5.238,1.073,2583.385,2642.679,Asia
2015,Thailand,THA,18.821,204.074,1322.461,509.61,10.128,0.0,608.777,23.416,59.652,6.404,0.883,2644.922,2704.574,Asia
2016,Thailand,THA,19.219,208.03,1344.143,505.643,9.485,0.0,630.47,27.456,66.697,9.512,1.025,2688.286,2754.983,Asia
2017,Thailand,THA,21.251,208.857,1358.3,500.838,12.474,0.0,648.605,29.661,78.428,12.09,2.951,2716.6,2795.028,Asia
2018,Thailand,THA,23.247,222.67,1384.7,500.196,20.1,0.0,661.834,37.491,97.183,12.004,4.342,2769.4,2866.583,Asia
2019,Thailand,THA,25.956,198.453,1376.653,509.396,16.633,0.0,668.805,40.178,106.005,13.565,9.674,2753.307,2859.312,Asia
2020,Thailand,THA,25.967,212.183,1280.556,468.529,11.923,0.0,599.843,39.229,98.788,13.213,8.457,2561.111,2659.899,Asia
2021,Thailand,THA,23.291,217.274,1290.637,470.137,11.88,0.0,603.226,42.793,100.26,13.055,9.242,2581.274,2681.534,Asia
2022,Thailand,THA,20.923,197.559,1303.406,443.181,17.204,0.0,662.667,43.292,103.058,12.721,8.917,2606.813,2709.871,Asia
1965,Trinidad and Tobago,TTO,0.0,0.0,0.0,11.428,0.0,0.0,22.198,0.0,0.0,0.0,0.0,33.626,33.626,North America
1966,Trinidad and Tobago,TTO,0.0,0.0,0.0,13.424,0.0,0.0,22.354,0.0,0.0,0.0,0.0,35.778,35.778,North America
1967,Trinidad and Tobago,TTO,0.0,0.0,0.0,14.816,0.0,0.0,23.322,0.0,0.0,0.0,0.0,38.138,38.138,North America
1968,Trinidad and Tobago,TTO,0.0,0.0,0.0,15.545,0.0,0.0,23.769,0.0,0.0,0.0,0.0,39.314,39.314,North America
1969,Trinidad and Tobago,TTO,0.0,0.0,0.0,15.624,0.0,0.0,24.918,0.0,0.0,0.0,0.0,40.542,40.542,North America
1970,Trinidad and Tobago,TTO,0.0,0.0,0.0,19.12,0.0,0.0,25.561,0.0,0.0,0.0,0.0,44.681,44.681,North America
1971,Trinidad and Tobago,TTO,0.0,0.0,45.048,18.635,0.0,0.0,26.413,0.112,0.0,0.0,0.0,90.096,90.096,North America
1972,Trinidad and Tobago,TTO,0.0,0.0,62.132,19.261,0.0,0.0,42.872,0.112,0.0,0.0,0.0,124.265,124.265,North America
1973,Trinidad and Tobago,TTO,0.0,0.0,61.644,18.498,0.0,0.0,43.146,0.093,0.0,0.0,0.0,123.288,123.288,North America
1974,Trinidad and Tobago,TTO,0.0,0.0,59.385,16.9,0.0,0.0,42.485,0.08,0.0,0.0,0.0,118.77,118.77,North America
1975,Trinidad and Tobago,TTO,0.0,0.0,47.841,15.36,0.0,0.0,32.482,0.073,0.0,0.0,0.0,95.683,95.683,North America
1976,Trinidad and Tobago,TTO,0.0,0.0,53.813,17.288,0.0,0.0,36.525,0.061,0.0,0.0,0.0,107.626,107.626,North America
1977,Trinidad and Tobago,TTO,0.0,0.0,55.977,20.321,0.0,0.0,35.655,0.073,0.0,0.0,0.0,111.953,111.953,North America
1978,Trinidad and Tobago,TTO,0.0,0.0,56.343,24.26,0.0,0.0,32.083,0.093,0.0,0.0,0.0,112.686,112.686,North America
1979,Trinidad and Tobago,TTO,0.0,0.0,49.771,25.076,0.0,0.0,24.695,0.093,0.0,0.0,0.0,99.542,99.542,North America
1980,Trinidad and Tobago,TTO,0.0,0.0,47.867,28.333,0.0,0.0,19.535,0.083,0.0,0.0,0.0,95.735,95.735,North America
1981,Trinidad and Tobago,TTO,0.0,0.0,50.57,31.209,0.0,0.0,19.361,0.061,0.0,0.0,0.0,101.14,101.14,North America
1982,Trinidad and Tobago,TTO,0.0,0.0,59.406,37.931,0.0,0.0,21.475,0.057,0.0,0.0,0.0,118.812,118.812,North America
1983,Trinidad and Tobago,TTO,0.0,0.0,57.966,39.297,0.0,0.0,18.669,0.051,0.0,0.0,0.0,115.932,115.932,North America
1984,Trinidad and Tobago,TTO,0.0,0.0,57.145,41.176,0.0,0.0,15.969,0.041,0.0,0.0,0.0,114.29,114.29,North America
1985,Trinidad and Tobago,TTO,0.0,0.0,59.048,42.152,0.0,0.0,16.896,0.054,0.0,0.0,0.0,118.096,118.096,North America
1986,Trinidad and Tobago,TTO,0.0,0.0,61.368,43.134,0.0,0.0,18.234,0.083,0.0,0.0,0.0,122.736,122.736,North America
1987,Trinidad and Tobago,TTO,0.0,0.0,57.915,45.694,0.0,0.0,12.221,0.099,0.0,0.0,0.0,115.83,115.83,North America
1988,Trinidad and Tobago,TTO,0.0,0.0,63.668,52.594,0.0,0.0,11.074,0.086,0.0,0.0,0.0,127.336,127.336,North America
1989,Trinidad and Tobago,TTO,0.0,0.0,62.638,52.695,0.0,0.0,9.944,0.083,0.0,0.0,0.0,125.277,125.277,North America
1990,Trinidad and Tobago,TTO,0.0,0.0,69.501,54.634,0.0,0.0,14.867,0.099,0.0,0.0,0.0,139.002,139.002,North America
1991,Trinidad and Tobago,TTO,0.0,0.0,69.309,55.352,0.0,0.0,13.957,0.08,0.0,0.0,0.0,138.618,138.618,North America
1992,Trinidad and Tobago,TTO,0.0,0.0,73.351,53.488,0.0,0.0,19.863,0.096,0.0,0.0,0.0,146.702,146.702,North America
1993,Trinidad and Tobago,TTO,0.0,0.0,77.328,60.033,0.0,0.0,17.295,0.089,0.0,0.0,0.0,154.656,154.656,North America
1994,Trinidad and Tobago,TTO,0.0,0.0,81.941,68.757,0.0,0.0,13.184,0.102,0.0,0.0,0.0,163.882,163.882,North America
1995,Trinidad and Tobago,TTO,0.0,0.0,88.867,73.813,0.0,0.0,15.053,0.105,0.0,0.0,0.0,177.733,177.733,North America
1996,Trinidad and Tobago,TTO,0.0,0.0,100.747,83.344,0.0,0.0,17.403,0.054,0.0,0.0,0.0,201.494,201.494,North America
1997,Trinidad and Tobago,TTO,0.0,0.0,100.718,90.443,0.0,0.0,10.274,0.057,0.0,0.0,0.0,201.435,201.435,North America
1998,Trinidad and Tobago,TTO,0.0,0.0,102.234,90.443,0.0,0.0,11.79,0.057,0.0,0.0,0.0,204.467,204.467,North America
1999,Trinidad and Tobago,TTO,0.0,0.0,113.632,92.777,0.0,0.0,20.854,0.057,0.0,0.0,0.0,227.263,227.263,North America
2000,Trinidad and Tobago,TTO,0.0,0.0,118.771,98.13,0.0,0.0,20.641,0.064,0.0,0.002,0.0,237.542,237.542,North America
2001,Trinidad and Tobago,TTO,0.0,0.0,128.127,108.944,0.0,0.0,19.183,0.093,0.0,0.003,0.0,256.254,256.254,North America
2002,Trinidad and Tobago,TTO,0.0,0.0,139.054,117.307,0.0,0.0,21.747,0.083,0.0,0.004,0.0,278.108,278.108,North America
2003,Trinidad and Tobago,TTO,0.0,0.0,155.949,135.201,0.0,0.0,20.748,0.038,0.0,0.006,0.0,311.898,311.898,North America
2004,Trinidad and Tobago,TTO,0.0,0.0,171.47,148.705,0.0,0.0,22.764,0.073,0.0,0.007,0.0,342.939,342.939,North America
2005,Trinidad and Tobago,TTO,0.0,0.0,183.863,163.753,0.0,0.0,20.11,0.07,0.0,0.008,0.0,367.726,367.726,North America
2006,Trinidad and Tobago,TTO,0.0,0.0,214.748,192.762,0.0,0.0,21.986,0.083,0.0,0.009,0.0,429.496,429.496,North America
2007,Trinidad and Tobago,TTO,0.0,0.0,221.467,196.45,0.0,0.0,25.017,0.061,0.0,0.009,0.0,442.934,442.934,North America
2008,Trinidad and Tobago,TTO,0.0,0.0,218.206,191.581,0.0,0.0,26.625,0.064,0.0,0.01,0.0,436.412,436.412,North America
2009,Trinidad and Tobago,TTO,0.0,0.0,216.399,190.885,0.0,0.0,25.514,0.061,0.0,0.011,0.0,432.798,432.798,North America
2010,Trinidad and Tobago,TTO,0.0,0.0,233.859,207.401,0.0,0.0,26.458,0.0,0.012,0.012,0.0,467.718,467.73,North America
2011,Trinidad and Tobago,TTO,0.0,0.0,229.662,204.813,0.0,0.0,24.849,0.0,0.012,0.012,0.0,459.324,459.336,North America
2012,Trinidad and Tobago,TTO,0.0,0.0,226.089,202.36,0.0,0.0,23.73,0.0,0.012,0.012,0.0,452.179,452.191,North America
2013,Trinidad and Tobago,TTO,0.0,0.0,230.285,203.556,0.0,0.0,26.729,0.0,0.012,0.012,0.0,460.57,460.582,North America
2014,Trinidad and Tobago,TTO,0.0,0.0,229.1,205.101,0.0,0.0,23.999,0.0,0.013,0.013,0.0,458.2,458.213,North America
2015,Trinidad and Tobago,TTO,0.0,0.0,222.289,196.048,0.0,0.0,26.241,0.0,0.015,0.015,0.0,444.578,444.593,North America
2016,Trinidad and Tobago,TTO,0.0,0.0,197.219,169.445,0.0,0.0,27.775,0.0,0.015,0.015,0.0,394.439,394.454,North America
2017,Trinidad and Tobago,TTO,0.0,0.0,209.272,183.493,0.0,0.0,25.779,0.0,0.015,0.015,0.0,418.544,418.559,North America
2018,Trinidad and Tobago,TTO,0.0,0.0,198.081,173.747,0.0,0.0,24.333,0.0,0.015,0.015,0.0,396.161,396.176,North America
2019,Trinidad and Tobago,TTO,0.0,0.0,188.024,174.733,0.0,0.0,13.291,0.0,0.015,0.015,0.0,376.048,376.063,North America
2020,Trinidad and Tobago,TTO,0.0,0.0,165.152,151.856,0.0,0.0,13.295,0.0,0.015,0.015,0.0,330.303,330.318,North America
2021,Trinidad and Tobago,TTO,0.0,0.0,169.413,156.031,0.0,0.0,13.382,0.0,0.015,0.014,0.0,338.826,338.841,North America
2022,Trinidad and Tobago,TTO,0.0,0.0,164.219,150.647,0.0,0.0,13.572,0.0,0.015,0.014,0.0,328.438,328.453,North America
1965,Turkey,TUR,0.0,42.682,0.0,0.0,6.443,0.0,41.989,0.319,6.763,0.0,0.0,84.671,91.434,Asia
1966,Turkey,TUR,0.0,47.497,0.0,0.0,6.914,0.0,50.116,0.389,7.303,0.0,0.0,97.613,104.916,Asia
1967,Turkey,TUR,0.0,42.101,0.0,0.0,7.043,0.0,58.848,0.552,7.595,0.0,0.0,100.949,108.544,Asia
1968,Turkey,TUR,0.0,45.764,0.0,0.0,9.388,0.0,70.703,0.571,9.959,0.0,0.0,116.467,126.426,Asia
1969,Turkey,TUR,0.0,48.613,0.0,0.0,10.187,0.0,78.659,0.568,10.755,0.0,0.0,127.272,138.027,Asia
1970,Turkey,TUR,0.0,53.847,0.0,0.0,8.968,0.0,83.338,0.53,9.498,0.0,0.0,137.185,146.683,Asia
1971,Turkey,TUR,0.0,55.359,0.0,0.0,7.718,0.0,98.789,0.517,8.235,0.0,0.0,154.148,162.383,Asia
1972,Turkey,TUR,0.0,59.406,0.0,0.0,9.475,0.0,111.986,0.559,10.033,0.0,0.0,171.392,181.425,Asia
1973,Turkey,TUR,0.0,60.72,0.0,0.0,7.698,0.0,136.555,0.629,8.327,0.0,0.0,197.275,205.602,Asia
1974,Turkey,TUR,0.0,66.221,0.0,0.0,9.923,0.0,132.871,0.661,10.584,0.0,0.0,199.092,209.676,Asia
1975,Turkey,TUR,0.0,68.768,0.0,0.0,17.457,0.0,146.759,0.702,18.159,0.0,0.0,215.527,233.686,Asia
1976,Turkey,TUR,0.0,72.141,0.0,0.0,24.764,0.0,165.776,0.514,25.278,0.0,0.0,237.917,263.195,Asia
1977,Turkey,TUR,0.0,74.327,0.0,0.0,25.348,0.0,187.712,0.696,26.044,0.0,0.0,262.039,288.083,Asia
1978,Turkey,TUR,0.0,75.409,0.0,0.0,27.603,0.0,201.075,0.437,28.04,0.0,0.0,276.484,304.524,Asia
1979,Turkey,TUR,0.0,77.281,0.0,0.0,30.424,0.0,179.094,0.463,30.887,0.0,0.0,256.375,287.262,Asia
1980,Turkey,TUR,0.0,81.805,0.0,0.0,33.557,0.0,182.702,0.434,33.991,0.0,0.0,264.507,298.498,Asia
1981,Turkey,TUR,0.0,83.503,0.0,0.0,37.306,0.0,180.029,0.351,37.657,0.0,0.0,263.532,301.189,Asia
1982,Turkey,TUR,0.0,93.773,286.79,0.34,41.891,0.0,192.678,0.0,41.891,0.0,0.0,573.581,615.472,Asia
1983,Turkey,TUR,0.0,103.181,306.172,0.373,33.54,0.0,202.617,0.0,33.54,0.0,0.0,612.343,645.883,Asia
1984,Turkey,TUR,0.0,115.939,317.94,0.364,39.701,0.0,201.636,0.063,39.764,0.0,0.0,635.879,675.643,Asia
1985,Turkey,TUR,0.0,138.781,350.459,0.469,35.617,0.0,211.209,0.017,35.634,0.0,0.0,700.918,736.552,Asia
1986,Turkey,TUR,0.0,152.725,385.472,4.002,35.107,0.0,228.744,0.124,35.231,0.0,0.0,770.943,806.174,Asia
1987,Turkey,TUR,0.0,161.238,424.377,4.998,55.053,0.0,258.14,0.164,55.217,0.0,0.0,848.753,903.97,Asia
1988,Turkey,TUR,0.0,155.889,441.587,11.356,85.604,0.0,274.342,0.194,85.798,0.0,0.0,883.174,968.972,Asia
1989,Turkey,TUR,0.0,175.671,464.388,30.19,53.047,0.0,258.527,0.178,53.225,0.0,0.0,928.776,982.001,Asia
1990,Turkey,TUR,0.0,186.522,493.324,32.296,68.447,0.0,274.505,0.227,68.674,0.0,0.0,986.647,1055.321,Asia
1991,Turkey,TUR,0.0,199.257,506.293,39.564,67.074,0.0,267.472,0.353,67.428,0.0,0.0,1012.586,1080.014,Asia
1992,Turkey,TUR,0.0,198.536,524.391,43.289,78.561,0.0,282.566,0.348,78.909,0.0,0.0,1048.782,1127.691,Asia
1993,Turkey,TUR,0.0,183.707,554.882,47.415,100.392,0.0,323.759,0.4,100.793,0.0,0.0,1109.763,1210.556,Asia
1994,Turkey,TUR,0.0,184.254,544.118,50.278,90.442,0.0,309.586,0.387,90.829,0.0,0.0,1088.236,1179.065,Asia
1995,Turkey,TUR,0.0,192.337,604.528,65.043,105.094,0.0,347.148,0.954,106.048,0.0,0.0,1209.056,1315.104,Asia
1996,Turkey,TUR,0.0,216.353,654.624,75.7,119.685,0.0,362.572,0.797,120.482,0.0,0.0,1309.249,1429.731,Asia
1997,Turkey,TUR,0.0,241.695,691.875,93.079,117.736,0.0,357.101,1.173,118.909,0.0,0.0,1383.75,1502.659,Asia
1998,Turkey,TUR,0.0,250.766,705.569,98.345,124.871,0.0,356.459,1.011,125.897,0.0,0.016,1411.139,1537.036,Asia
1999,Turkey,TUR,0.0,232.995,706.355,118.558,102.541,0.0,354.802,0.654,103.256,0.0,0.061,1412.71,1515.966,Asia
2000,Turkey,TUR,0.0,261.221,772.528,139.469,91.307,0.0,371.837,0.744,92.15,0.0,0.099,1545.055,1637.205,Asia
2001,Turkey,TUR,0.0,214.608,714.071,153.459,70.536,0.0,346.004,0.84,71.559,0.0,0.183,1428.142,1499.701,Asia
2002,Turkey,TUR,0.0,224.145,760.467,166.394,98.317,0.0,369.928,0.708,99.166,0.0,0.14,1520.934,1620.1,Asia
2003,Turkey,TUR,0.0,242.09,807.152,200.481,102.46,0.0,364.58,0.499,103.137,0.0,0.178,1614.303,1717.44,Asia
2004,Turkey,TUR,0.0,256.86,841.315,211.684,132.797,0.0,372.771,0.5,133.464,0.0,0.166,1682.63,1816.094,Asia
2005,Turkey,TUR,0.0,257.686,882.937,257.232,113.278,0.0,368.018,0.368,113.815,0.0,0.169,1765.873,1879.688,Asia
2006,Turkey,TUR,0.226,304.334,978.912,291.97,125.893,0.0,382.608,0.43,126.921,0.0,0.371,1957.824,2084.745,Asia
2007,Turkey,TUR,0.144,342.666,1071.11,338.907,101.372,0.0,389.536,0.737,103.246,0.0,0.993,2142.219,2245.465,Asia
2008,Turkey,TUR,0.177,344.201,1081.406,352.982,93.49,0.0,384.222,0.892,96.938,0.0,2.379,2162.811,2259.749,Asia
2009,Turkey,TUR,0.077,359.344,1087.622,337.222,100.421,0.0,391.056,1.971,106.646,0.0,4.176,2175.244,2281.89,Asia
2010,Turkey,TUR,0.072,365.624,1105.042,358.21,143.762,0.0,381.208,2.843,154.778,0.007,8.095,2210.084,2364.862,Asia
2011,Turkey,TUR,0.183,394.01,1185.431,418.399,144.384,0.0,373.021,2.932,160.539,0.008,13.032,2370.861,2531.4,Asia
2012,Turkey,TUR,0.841,424.437,1249.552,433.192,158.662,0.0,391.923,4.256,179.84,0.012,16.07,2499.104,2678.944,Asia
2013,Turkey,TUR,4.348,367.092,1225.852,439.665,161.946,0.0,419.095,6.371,193.28,0.018,20.597,2451.704,2644.984,Asia
2014,Turkey,TUR,1.602,420.145,1317.706,466.465,110.11,0.0,431.095,9.601,144.442,0.047,23.082,2635.411,2779.853,Asia
